encoded_label,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle
8,235896,-1,-1,-1,-1,0.0,0.0,0.0,0.0,8.478312,423.915624,235896,235896,235896.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,10077940,10039117,10039188,10039117,10039188,10000000.0,10000000.0,0.0,0.0,0.396907,21.432952,38752,10000365,3359313.333,5751319.451,10039117,10000000.0,10039117,0.0,10000365,10000000.0,10000365,0.0
8,285691,-1,-1,-1,-1,0.0,0.0,0.0,0.0,7.000571,350.028527,285691,285691,285691.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,13117195,70,2,1876535,1877150,242908.2037,182175.5694,523914.5888,464879.8245,9.758184,3136.265032,0,1876374,103285.0,360391.622,2002308,3249944.0,6981890,2487968.09,1816827,1852420.0,1876374,26214.73154
5,14999344,104,4,36194,24699,19159.70205,19154.95658,4305.475613,3489.41519,104.471236,12228.20145,1,24396,9578.12516,6773.601247,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,71,71,-1,71,-1,71.0,0.0,0.0,0.0,28169.01409,1985915.493,71,71,71.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,270472,270472,-1,270472,-1,270472.0,0.0,0.0,0.0,11.091721,2037.179449,42,270430,135236.0,191193.1883,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14998579,158,2,38429,40793,18338.57405,16985.93318,5378.538157,5973.444236,113.477417,15543.00577,2,21027,8817.506761,5853.245781,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,693210,3,20,189727,126853,47274.0,43822.53846,70435.94423,54408.68368,38.949236,8580.37247,3,126432,26661.92308,46956.45893,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,3194478,10,13,3104797,67013,290407.0909,13909.44444,933502.0041,23277.16814,6.886884,1871.667296,5,3039733,152118.0,661826.5439,3190709,3190709.0,3190709,0.0,3039733,3039733.0,3039733,0.0
6,512000,2059,131,107042,169836,64000.0,68016.0,35789.96335,65142.90235,31.25,7660.15625,40,107002,34133.33333,35014.29194,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14977452,2,3,9814738,9814975,680793.2727,1147866.923,2286635.377,2935606.473,2.47038,3164.757263,2,9759569,416040.3333,1794297.998,5014374,7414556.0,9814738,3394369.937,4862744,7311156.5,9759569,3462578.164
2,14954461,30400,2,6604827,353993,4266112.333,573.407247,3674877.237,8373.839587,1744.295565,71974.64355,2,353993,573.319315,8373.099763,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,14713636,39,42,9393289,9393278,474632.9355,507366.2414,1667247.301,1722007.954,4.213778,226.252709,8,9393249,241207.1475,1202879.96,12406547,12400000.0,12406547,0.0,9393249,9393249.0,9393249,0.0
7,5517674,5,28,2562769,2563348,239837.3478,227722.8333,619238.7378,619288.7423,8.880554,1714.853034,5,2561299,114951.5417,440347.5454,1426287,1821547.667,2565049,644320.1026,1051944,1676203.667,2561299,787759.2035
10,537295,6,9,228743,78914,1202.002237,377.493151,11427.16798,2781.721415,2466.056822,2259518.514,3,206598,405.811934,6107.935181,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,58629,-1,-1,-1,-1,0.0,0.0,0.0,0.0,34.112811,2268.501936,58629,58629,58629.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,275833,275833,-1,275833,-1,275833.0,0.0,0.0,0.0,10.876146,3694.264283,3742,272091,137916.5,189751.3976,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14982178,112,45,40040,40711,18358.67647,17436.55413,4936.110325,5813.171023,111.932991,15327.94498,13,23184,8939.247017,7435.574957,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,174588,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.455541,492.588265,174588,174588,174588.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14990911,648,10,240428,90060,46217.11146,17740.72308,26899.13914,8511.472967,78.047291,12681.41743,10,66496,12823.70488,7728.020453,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14984206,407,6,9549912,9549955,919193.3125,439944.5294,2545830.043,1773471.707,3.470321,476.701935,6,9524889,293807.9608,1451016.422,4598270,7299786.5,10001303,3820521.273,4334648,6929768.5,9524889,3670054.607
11,10078517,10039530,10039639,10039530,10039639,10000000.0,10000000.0,0.0,0.0,0.396884,21.431725,38878,10000652,3359505.667,5751401.435,10039530,10000000.0,10039530,0.0,10000652,10000000.0,10000652,0.0
0,631847,128,1,155898,165723,58718.0,68246.57143,79722.9815,84822.50944,26.905248,9071.816437,1,162102,39490.4375,69805.75208,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,240371,-1,-1,-1,-1,0.0,0.0,0.0,0.0,8.320471,416.023564,240371,240371,240371.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
4,14962924,10,10,126673,126721,3191.75,5034.59253,12840.14612,14961.37829,512.06569,595302.8298,1,126649,1953.129356,9456.640485,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,460180,14,377,175250,81370,51131.11111,37978.83333,56627.97467,32763.56274,36.942066,29575.38355,14,92301,28761.25,32667.16065,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,11255696,56,59,10063380,10114365,562784.8,660556.5294,2238533.68,2438030.817,3.464912,953.739333,56,10063380,296202.5263,1628584.679,10826892,10800000.0,10826892,0.0,10063380,10100000.0,10063380,0.0
8,12780040,12780040,49,12780040,12647065,12800000.0,6323557.0,0.0,8942790.775,0.391235,98.200006,49,12647065,3195010.0,6301678.452,12779565,12800000.0,12779565,0.0,12647065,12600000.0,12647065,0.0
11,14986841,50,17,31737,60525,18404.31204,17417.3814,4854.740994,6591.604374,111.831439,15205.53931,17,20660,8947.367761,4929.4674,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,262033,66,552,261967,129140,131016.5,64846.0,185191.9731,90925.44677,22.897879,9708.700812,22,132253,52406.6,71477.35049,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,14881418,39,217404,2297659,2573213,533647.3333,783232.5263,596189.3868,618051.4048,3.225499,709.945786,24,2137648,316625.9149,411185.9879,5370961,5373508.5,5376056,3602.708911,1852022,1994835.0,2137648,201968.0815
11,10076244,10037934,10038000,10037934,10038000,10000000.0,10000000.0,0.0,0.0,0.396973,21.436559,38244,9999690,3358748.0,5751224.477,10037934,10000000.0,10037934,0.0,9999690,9999690.0,9999690,0.0
5,14993555,180,2,38280,24074,19142.66156,19155.21356,4590.134619,3553.678296,104.511572,12098.33158,2,21917,9574.42848,4592.064191,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,14975954,2,14,7860352,7860842,453816.7879,347677.0698,1474104.467,1301349.358,5.208349,1223.895319,2,7835003,194492.9091,977873.4037,1981213,3671017.5,7938645,2862919.06,1883327,3570946.0,7835003,2860557.693
5,14999633,33,16,40900,122370,17625.89072,47751.3537,5603.687907,28884.23755,77.601899,11580.28333,6,40900,12897.36286,7619.328667,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,5813930,283,268997,4967903,4967884,1377383.75,1847195.667,2397071.233,2702654.351,1.548006,169.076683,28,4967850,726741.25,1719363.207,5240227,5240227.0,5240227,0.0,4967850,4967850.0,4967850,0.0
0,12820857,14,3,5679551,5679552,235999.2593,166504.6364,957336.1182,805887.2192,10.373722,1770.630466,3,5654001,97127.70455,615672.5044,4843675,5303320.0,5762965,650036.1929,4205472,4929736.5,5654001,1024264.679
9,21,21,-1,21,-1,21.0,0.0,0.0,0.0,95238.09524,6428571.429,21,21,21.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,14737383,6,25,2169950,2221780,143058.7476,137732.5514,407237.3591,409747.6099,14.385186,2882.601341,5,2168253,69845.41706,291740.8547,1095480,1841549.25,3110506,713595.1023,1009211,1402347.625,2168253,396975.237
5,14999030,124,3,40862,25638,19115.26786,19155.8493,4738.735335,3489.850889,104.606765,12182.18778,3,22272,9565.707908,6957.324268,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,3154960,9,57,271678,268226,166050.5263,169760.5294,114575.1034,112796.3013,12.044527,2710.652433,9,259553,85269.18919,112034.5845,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,81,81,-1,81,-1,81.0,0.0,0.0,0.0,24691.35803,987654.321,81,81,81.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14989939,78,29480,74716,488717,30221.65121,338156.6279,12849.66492,165244.8215,36.090874,7941.326512,78,74716,27759.1463,14363.84,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14995277,3694,76,22619,22989,19927.02394,19946.61385,1743.694648,1434.945587,100.364935,12002.51252,1,20589,9970.263963,5848.068517,-1,0.0,-1,0.0,-1,0.0,-1,0.0
9,44,44,-1,44,-1,44.0,0.0,0.0,0.0,45454.54546,1818181.818,44,44,44.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,4978735,19,8,2492050,2457286,239543.25,276596.3889,612435.3042,628339.5735,8.034169,3918.666087,8,2441990,127659.8718,436959.7164,1710925,2382905.0,3054885,950323.2296,1346073,1894031.5,2441990,774930.3423
5,14999726,59,138,21261,26937,19607.48497,19584.45882,2442.766187,2713.62462,102.135199,13692.18344,59,16666,9797.338994,3123.14031,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14995463,141,12,30961,45182,17562.78195,17255.99885,5360.272678,6138.114541,114.968107,15535.09885,12,22455,8703.112594,4297.010015,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,13971042,37093,13970983,13933914,13970983,6985503.5,14000000.0,9826536.366,0.0,0.357883,165.127268,35,13933914,3492760.5,6960790.837,13933949,13900000.0,13933949,0.0,13933914,13900000.0,13933914,0.0
9,63,63,-1,63,-1,63.0,0.0,0.0,0.0,31746.03175,1269841.27,63,63,63.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,12863701,7,38,5410455,5308514,327223.359,329838.4872,1119243.556,1113246.908,6.21905,1853.121431,7,5308514,162831.6582,789156.4834,3246122,4075574.667,5459282,1206199.806,3209678,4000819.0,5308514,1140788.834
8,14784992,15,37,5449113,8860446,399594.3784,1209562.0,1256724.144,2773836.83,3.449444,1304.025055,15,5312828,295699.84,1078010.096,3275504,4837353.0,5787442,1363138.237,3248620,4422750.667,5312828,1061015.263
8,3145173,253,475950,2396967,2396924,889848.3333,1436437.0,1312273.142,1358333.742,2.225633,127.496961,26,2396898,524195.5,937742.3205,2669223,2669223.0,2669223,0.0,2396898,2396898.0,2396898,0.0
5,14994122,120,2,40035,33667,18327.23594,16981.37302,5355.183983,6038.151446,113.511148,15506.87663,-37,31597,8814.886537,6221.626637,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,275948,275948,-1,275948,-1,275948.0,0.0,0.0,0.0,10.871613,3692.724716,974,274974,137974.0,193747.258,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14995570,5884,5954,72881,25346,20109.99463,19990.97333,5162.164939,3567.785019,99.829483,11081.07261,58,24056,10023.77674,4735.385995,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,167779,13,22,140915,115361,28338.8,20319.71429,62932.45176,43019.598,83.443101,22833.6085,13,115361,12906.07692,32234.38909,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14986740,103,2,37727,33137,19091.38854,19180.6799,4996.696717,3474.498532,104.625823,12220.13593,2,22259,9563.969368,5228.397136,-1,0.0,-1,0.0,-1,0.0,-1,0.0
3,243,243,-1,243,-1,243.0,0.0,0.0,0.0,8230.452675,329218.107,243,243,243.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,14555442,36,117362,2314966,2190226,418230.3235,450628.8438,510620.8958,380662.9488,4.671792,500.637494,18,2180325,217245.403,329242.7333,13194839,13200000.0,13194839,0.0,2180325,2180325.0,2180325,0.0
9,39,39,-1,39,-1,39.0,0.0,0.0,0.0,51282.05128,3461538.462,39,39,39.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,4733234,13,41,4188044,4002311,525913.3333,675589.4286,1375075.182,1469650.348,3.802897,1295.94269,13,4002311,278425.5294,961559.0433,4351849,4351849.0,4351849,0.0,4002311,4002311.0,4002311,0.0
10,10469903,524,28,10004549,258097,2093980.6,170559.0,4423693.815,147701.6612,0.955119,118.530229,11,9751532,1163322.556,3222683.476,10469903,10500000.0,10469903,0.0,9751532,9751532.0,9751532,0.0
5,14987305,14586,5706,25443,24729,20000.02403,20007.84913,2702.330438,3207.144652,100.084705,11109.40226,17,23126,9998.202135,7201.570926,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,12077234,57,4575,3790062,3839237,525097.1304,801737.2667,1066232.776,1275648.763,3.312017,565.361241,57,3790062,309672.6667,851577.1426,1539062,2718764.25,3916635,1148579.066,1398568,2553221.0,3790062,1196119.964
5,14980188,60,34,22465,121630,18425.8155,43730.76833,4710.671117,26470.91746,77.168591,11754.32511,8,22465,12969.85974,7024.634131,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,428197,52,55,299099,169030,50332.83333,59538.4,121870.9802,82242.61791,30.359858,8638.547211,14,169030,35683.08333,64745.39566,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14986733,5636,15625,24824,25093,20004.93859,20001.14286,3119.445608,2746.182027,100.088525,11109.82627,16,22803,9997.820547,6732.25312,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14991534,1456,2,42800,39492,19164.12532,19106.36352,5055.339287,3925.745637,104.592365,12020.58442,2,36185,9567.028717,4958.761444,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,3510768,73,2,1951055,1910781,165962.3333,102507.1765,434046.7527,337401.7278,16.235764,1772.546634,2,1885141,62692.28571,260965.6133,3417772,3417772.0,3417772,0.0,1885141,1885141.0,1885141,0.0
2,14955320,2,967,1285935,3440164,1642.719684,862121.2222,23360.25783,1192308.75,609.482111,26632.12823,2,1285935,1640.91727,23290.73829,13882785,13900000.0,13882785,0.0,1285935,1285935.0,1285935,0.0
11,14447998,959335,959220,961432,1922465,960515.9333,1029244.5,625.338647,257088.134,2.145626,300.941348,38333,961432,481599.9333,450346.5161,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14990244,121,2,41663,38396,19162.3376,19133.89528,4493.033831,3670.797407,104.534656,12180.25537,2,38396,9572.314176,4989.021965,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,172162,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.616965,499.529513,172162,172162,172162.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,350,350,-1,350,-1,350.0,0.0,0.0,0.0,5714.285714,1088571.429,350,350,350.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,171864,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.637108,500.395662,171864,171864,171864.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,10301688,2,80,10157545,10157113,1144632.0,2561353.25,3379995.965,5063890.569,1.456072,2099.364687,2,10101315,735834.8571,2695675.027,10157545,10200000.0,10157545,0.0,10101315,10100000.0,10101315,0.0
6,275367,275367,-1,275367,-1,275367.0,0.0,0.0,0.0,10.894552,3700.516039,2137,273230,137683.5,191691.6986,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14997408,102,5954,81025,25620,19996.544,20005.96529,6174.481499,3362.1878,100.083961,11109.31969,88,24214,9998.272,7260.154133,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,14969890,19,26,4957272,4729713,175514.2381,154328.7629,578569.3715,509181.2824,12.224539,4988.881014,8,4729713,82252.14286,377724.9707,4308184,5763101.0,7218018,2057563.354,1398839,3064276.0,4729713,2355283.593
3,12388296,40,1273,10033871,10019484,411971.8,774050.9375,1818147.358,2466621.226,3.874625,264.927477,27,10016105,263580.766,1454617.896,11185625,11200000.0,11185625,0.0,10016105,10000000.0,10016105,0.0
5,14423337,960152,959969,964789,965555,961496.1333,961493.1333,1157.232559,1391.453319,2.218627,248.486186,501,964177,465268.9355,487689.743,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,10078274,10039233,10039153,10039233,10039153,10000000.0,10000000.0,0.0,0.0,0.396893,21.432241,39041,10000112,3359424.667,5751003.929,10039233,10000000.0,10039233,0.0,10000112,10000000.0,10000112,0.0
0,11393889,1,2,4408933,4409250,252637.3111,180453.9524,821513.7687,701108.9973,9.654298,2278.151033,1,4383851,104531.0917,534246.7519,1408775,3346044.0,4759724,1735748.795,1246179,2972919.333,4383851,1592497.325
0,8115434,74,1,2900576,2901949,176411.5,133028.6885,478770.8043,423340.3755,13.431198,3501.969211,1,2900404,75142.90741,321838.312,5986869,5986869.0,5986869,0.0,2900404,2900404.0,2900404,0.0
2,3047,5,348,1959,1102,435.285714,803.666667,694.479473,400.866353,3938.299967,1094519.199,5,961,277.0,342.721607,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14991393,542,2,43260,43916,19062.41603,19109.18495,4987.260731,3753.436627,104.860169,12063.18852,1,43131,9542.579885,6180.62971,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14991893,186,44,24667,44402,17705.15485,17350.34183,5112.683151,7303.955994,114.128349,15021.58533,6,21061,8767.188889,5351.474993,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,14267304,35305,35299,2187446,2187446,1297025.364,1297025.273,905083.3692,905086.5082,1.682168,160.226487,25,2187417,620317.5652,900649.82,1824962,2007610.143,2187446,104737.9966,1789628,1942776.429,2187417,153200.8036
7,13662614,320,40,7579434,7485008,1220811.727,901298.7333,2554738.744,2170512.59,2.049388,95.003782,19,7336031,506022.7407,1613141.698,5056084,6639179.0,8222274,2238834.42,4520928,5928479.5,7336031,1990578.421
9,13300417,463,49,770337,950481,277092.0208,182228.1806,160842.1981,138191.4733,9.172645,693.361719,19,770337,109920.8017,112679.0258,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,109182,13,20,43864,65346,10988.25,16705.6,21917.16983,28293.11623,100.749208,26222.27107,13,65229,10918.2,21201.57694,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,509832,487,247374,286920,247374,169944.0,247374.0,150255.3074,0.0,11.768583,1529.915737,21,246866,101966.4,122500.1919,-1,0.0,-1,0.0,-1,0.0,-1,0.0
2,14368300,97,94,9649731,10009108,2336120.667,2873660.0,3702157.476,4136530.423,0.90477,39.879457,78,9649731,1197358.333,2766482.548,1991191,4672394.667,10009128,4621764.467,1990637,4552192.0,9649731,4414616.785
11,10077280,10038262,10038559,10038262,10038559,10000000.0,10000000.0,0.0,0.0,0.396933,21.434355,38721,9999541,3359093.333,5750796.374,10038262,10000000.0,10038262,0.0,9999541,9999541.0,9999541,0.0
11,14997446,6164,3653,29110,24552,19942.14495,19949.56724,1712.79381,1540.673619,100.35042,11237.38002,3,21242,9971.706117,5281.046025,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14996034,2,230,39883,36716,16906.47517,18395.20736,6059.28978,5536.422007,113.563359,15558.44699,2,24980,8810.830787,5765.961828,-1,0.0,-1,0.0,-1,0.0,-1,0.0
10,31123760,7,20,289795,30337363,1409.349462,27952.01628,15597.82568,912234.1848,53.528237,49186.12019,0,30337343,18692.94895,743511.0966,31123760,31100000.0,31123760,0.0,30337343,30300000.0,30337343,0.0
5,14991828,15709,1512,24698,49672,19997.32443,20078.51072,2738.792471,5186.435647,99.854401,11083.83848,57,24031,10021.2754,6093.272233,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,12635079,196,321057,12148792,12148825,4104763.333,6234941.0,6966822.295,8363494.959,0.554013,31.737039,72,12148720,2105846.5,4921667.531,12314022,12300000.0,12314022,0.0,12148720,12100000.0,12148720,0.0
1,172850,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.570726,497.541221,172850,172850,172850.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,12247817,78,119,2768732,3009350,1020651.417,2003102.5,1145683.267,1266616.687,1.632944,753.440389,19,2768732,644621.9474,1028587.559,2009312,2752075.25,3002264,495179.0415,1775141,2515265.5,2768732,493458.3038
5,14987635,14667,5679,25709,24407,19997.87316,20008.98398,2702.907729,3155.710357,100.082501,11109.15765,5,23352,9998.422282,7286.158242,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14989848,193,1,36237,42327,18336.84333,17062.65831,5282.246288,5946.667255,113.209954,15512.83242,1,23646,8838.353774,4932.851792,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,10730525,140823,641,4919735,4637917,631204.6471,487749.8636,1200129.984,1000545.475,3.820875,415.823084,24,4637917,268263.125,772801.3033,2244715,5062770.0,7880825,3985331.601,1779648,3208782.5,4637917,2021101.392
4,14974392,3,8,361954,323000,26043.26761,63720.54043,64503.094,72955.13855,53.758443,207935.788,3,322937,18624.86567,46684.66727,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14988122,2486,137,29571,24425,19890.23639,19920.37899,1909.385992,1684.465012,100.546286,10876.54611,39,19447,9952.272244,4025.962993,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14993706,1428,438,28157,34150,19885.55172,19893.98672,1984.396792,1759.504428,100.642229,11042.23332,15,21098,9942.775862,5780.41791,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,10154220,104,111,39289,10000429,17097.22222,1445339.857,19347.13421,3772488.666,1.772662,616.295491,18,10000345,597307.0588,2423159.906,10154220,10200000.0,10154220,0.0,10000345,10000000.0,10000345,0.0
8,13140969,118,481751,12344317,12385037,4219789.667,6433394.0,7037807.583,8416894.249,0.532685,30.515253,33,12344284,2190161.5,4978137.758,12659218,12700000.0,12659218,0.0,12344284,12300000.0,12344284,0.0
9,14755525,28,926,10045911,10003816,387257.5526,641542.6087,1610892.711,2046360.428,4.269587,411.642419,28,10003742,237992.3387,1263031.3,12361774,12400000.0,12361774,0.0,10003742,10000000.0,10003742,0.0
2,14966628,16,0,100177,95971,2722.131651,2788.639463,12850.30945,12343.3227,724.14441,521422.4607,0,95347,1381.067454,8659.14644,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14998471,15605,102,25083,59476,19997.96133,20018.81283,2745.877547,4477.186468,100.010194,11101.13158,1,23971,10005.6511,7188.962415,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,3194812,40,13,271647,280505,9593.87988,4383.081241,41655.49786,28648.34503,316.763553,291362.6843,1,271632,3160.051434,23796.02326,-1,0.0,-1,0.0,-1,0.0,-1,0.0
10,14855863,157,7,300004,532020,123479.275,15969.3789,92874.80001,59041.30611,70.746479,85561.63987,7,259044,14148.44095,42843.31755,-1,0.0,-1,0.0,-1,0.0,-1,0.0
