encoded_label,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle
6,12523894,9,10,8168971,8233839,303876.9024,227707.1636,1333860.074,1163551.926,7.825042,1464.720158,9,8168971,129112.3093,872805.2589,3965896,6087189.5,8208483,2999962.037,2801765,5485368.0,8168971,3795187.759
8,307970,-1,-1,-1,-1,0.0,0.0,0.0,0.0,6.494139,318.212813,307970,307970,307970.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,185864,5,3,63440,102118,13554.875,23233.0,25501.20638,41695.22277,96.845005,20574.18327,2,77389,10933.17647,24378.91435,-1,0.0,-1,0.0,-1,0.0,-1,0.0
10,14974735,27,7,2963141,3127649,9447.497792,4123.273463,139098.7647,96639.08215,312.326061,286207.2684,2,2963141,3202.466852,81086.60311,2973638,2994947.0,3000921,11938.26261,2096787,2445191.6,2963141,420674.414
5,14993869,69,755,29293,25969,19132.7765,19135.01916,3862.426337,3683.588778,104.576077,12264.61296,56,18268,9568.518826,3049.761429,-1,0.0,-1,0.0,-1,0.0,-1,0.0
2,14994258,2,25,48701,48779,1436.688195,11339.36536,4893.788329,12153.43575,784.30023,50455.31429,2,48701,1275.130368,4427.662485,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,10077591,10038860,10038759,10038860,10038759,10000000.0,10000000.0,0.0,0.0,0.39692,21.433694,38731,10000028,3359197.0,5751128.348,10038860,10000000.0,10038860,0.0,10000028,10000000.0,10000028,0.0
9,52,52,-1,52,-1,52.0,0.0,0.0,0.0,38461.53846,1538461.538,52,52,52.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,7867871,37,8,3399789,3399005,354671.5909,196696.775,863747.1422,655998.6696,8.134348,955.277482,8,3373797,124886.8413,523669.5354,2705311,3853643.5,5001976,1623987.396,2352687,2863242.0,3373797,722033.8053
0,174603,6,40,26513,67446,10931.4,12345.08333,11637.496,21023.0033,137.454683,46224.86441,6,65289,7591.434783,15431.06818,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,20044257,16389,1,27160,19912516,21961.66667,2502820.25,4637.894573,7034603.995,0.798234,264.614448,1,19912487,1336283.8,5138963.328,20044257,20000000.0,20044257,0.0,19912487,19900000.0,19912487,0.0
10,14999798,100,6,131982,127818,44448.56548,3541.864935,36920.34143,15266.89071,304.870772,385237.4545,3,99431,3280.795713,11408.72155,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,10247782,1,3,4376410,4376402,227171.0889,164881.7097,727531.3233,625687.701,10.636448,2440.137778,1,4351318,94886.87037,475058.0416,4099791,5024466.5,5949142,1307688.633,2061175,3206246.5,4351318,1619375.645
7,12508968,63,0,3709824,3650758,277977.0667,264916.3191,799935.3472,786058.7512,7.514609,1588.380432,0,3650758,134505.0323,565175.9624,1072006,2075353.0,3711016,1139586.005,1019351,2026957.833,3650758,1131418.578
6,28986915,1277,1,362612,28431022,111193.8,4820870.5,143160.4543,11600000.0,0.448478,177.183395,1,28430946,2415576.25,8193357.321,28986915,29000000.0,28986915,0.0,28430946,28400000.0,28430946,0.0
11,10077625,10038757,10038919,10038757,10038919,10000000.0,10000000.0,0.0,0.0,0.396919,21.433622,38706,10000051,3359208.333,5751138.452,10038757,10000000.0,10038757,0.0,10000051,10000000.0,10000051,0.0
5,14425622,960043,959974,963848,963990,961658.0667,961673.7333,859.791002,1093.604523,2.218275,248.446826,485,963170,465342.6452,487717.4868,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14999902,5701,15581,24903,24388,19994.60667,20003.251,3177.570375,2682.529246,100.06732,11107.47257,16,22850,9999.934667,7197.768476,-1,0.0,-1,0.0,-1,0.0,-1,0.0
9,10025780,18,3061,5020614,4981158,237773.0238,435900.0435,761357.0736,1002660.488,6.682772,638.853037,18,4981111,151905.7576,609445.3449,7318846,7318846.0,7318846,0.0,4981111,4981111.0,4981111,0.0
6,210026,-1,210026,-1,210026,0.0,210026.0,0.0,0.0,14.283946,4851.780256,2431,207595,105013.0,145072.8557,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14998091,14469,5566,24829,24491,19997.45467,19990.52069,2762.706039,3134.759858,100.079403,11108.81378,5,22750,9998.727333,6138.097399,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14990845,5931,15664,24731,24820,20002.72363,20007.8024,3094.183008,2729.245521,100.061071,11106.77884,44,20237,10000.56371,3777.36307,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,4861320,177,477433,4544831,4344493,1620420.333,2410963.0,2537540.013,2734424.349,1.439938,82.487884,59,4067634,810220.0,1607036.246,4545067,4545067.0,4545067,0.0,4067634,4067634.0,4067634,0.0
5,14986703,102,5968,80633,25278,19998.06142,20005.58879,5641.675484,3376.242262,100.088725,11109.84851,90,24018,9997.800534,5599.788054,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,10897973,13,10,7696125,7839899,23899.0636,18841.76357,362308.3068,330751.6954,94.421229,73078.26878,2,7696125,10601.14105,241447.1236,10738389,10700000.0,10738389,0.0,7696125,7696125.0,7696125,0.0
0,494278,134,141,302152,350917,49916.11111,64126.71429,97240.20708,128269.6156,36.416753,9284.248945,27,302152,29075.17647,73016.13698,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,109947096,391,2,109429140,101353,12200000.0,52941.875,36500000.0,48525.84358,0.17281,57.100189,2,109429140,6108172.0,25800000.0,109947096,110000000.0,109947096,0.0,109429140,109000000.0,109429140,0.0
6,274288,274288,-1,274288,-1,274288.0,0.0,0.0,0.0,10.937409,3715.073208,1183,273105,137144.0,192277.8902,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14978236,29,13,180852,42382,44676.97313,17415.61001,25884.23967,6256.787031,79.849189,13006.47152,13,42382,12534.0887,7438.190614,-1,0.0,-1,0.0,-1,0.0,-1,0.0
2,14783311,37,13,506306,588879,622.819051,315.276093,9837.615251,7947.692129,4777.549495,4709771.038,11,506215,209.31529,5708.161661,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14990294,7,0,609813,639028,12900.35628,2829.421857,42697.01609,22760.81592,431.078937,494301.7795,0,609813,2320.119796,18730.01222,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14433059,960370,960508,966337,966164,962161.1333,962159.4,1536.791712,1552.301577,2.217132,248.318808,556,965585,465582.5484,487932.9341,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14440400,959271,958435,960899,961248,960056.2,960064.4,490.907134,850.0875,2.216005,310.240714,39225,921659,465819.3548,447441.4326,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,14257415,2,5,8678008,8678031,296502.9583,215637.3636,1263287.131,1082229.504,8.136117,1706.059619,2,8652822,123977.5217,820581.8812,1249083,7080158.5,12911234,8246386.055,1146922,4899872.0,8652822,5307472.789
11,10077728,10038876,10038882,10038876,10038882,10000000.0,10000000.0,0.0,0.0,0.396915,21.433402,38846,10000030,3359242.667,5751090.532,10038876,10000000.0,10038876,0.0,10000030,10000000.0,10000030,0.0
4,14999737,3,12,2090347,2091823,14916.29188,22624.03771,111655.3674,135002.6683,110.801943,120305.6427,2,1961901,9030.546057,79602.20831,3103840,4785303.333,7047947,2035269.747,1022143,1627399.0,1961901,525135.2883
5,14984322,104,4,52201,30227,19039.49174,19130.92976,4950.943038,3686.805963,104.909652,12106.38693,4,30227,9538.078931,6562.858322,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,14907066,8,14,9279842,9317826,380611.359,310563.875,1541634.978,1400762.434,5.970323,1657.267768,8,9279818,169398.4773,1035090.673,1214363,3668604.25,9317826,3825464.769,1072531,3535133.25,9279818,3903574.566
6,14711085,13,46,5558615,5910431,498267.7931,735554.25,1332097.272,1563814.484,3.466774,1617.895621,9,5558615,294221.7,996186.1034,3371245,4667051.0,6689079,1774134.834,2444909,3964920.667,5558615,1558160.17
6,6023548,34,18,3921960,3923269,265667.4091,245197.875,837299.2391,803887.0517,7.968725,1498.452407,9,3783557,128160.5957,556096.9283,5700515,5700515.0,5700515,0.0,3783557,3783557.0,3783557,0.0
6,222838,67,14,135297,96273,31834.0,15705.88889,54667.3889,33579.9181,80.776169,23918.72122,14,96273,13108.11765,30125.99901,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14998336,15530,1815,24450,43275,19997.63467,20094.07909,2774.131407,5202.480284,99.877746,11086.42986,28,24201,10018.92852,7035.706688,-1,0.0,-1,0.0,-1,0.0,-1,0.0
2,10062936,0,54,1003533,1004060,304937.4545,527554.4211,461509.8455,459393.7857,5.366227,346.618522,0,1003533,189866.717,367357.3149,1002195,1002647.2,1004038,783.392909,1001606,1002117.8,1003533,797.216376
11,14994203,47,15,24907,41026,17765.64337,17467.85315,5055.514889,5989.697734,113.64392,15005.46578,9,21860,8804.581914,4706.09989,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,13273146,89,2,8902699,8902788,780773.2941,629643.4762,2159849.931,1956541.313,3.013604,1314.232511,2,8902554,340337.0769,1454258.519,1994436,4407563.667,9006890,3984749.206,1121416,3968815.667,8902554,4289654.289
2,10008679,10008393,2,10008393,10004234,10000000.0,5002118.0,0.0,7074060.288,0.499566,19.583004,2,10003948,2502169.75,5001185.912,10004234,10000000.0,10004234,0.0,10003948,10000000.0,10003948,0.0
11,10076977,10038588,10038502,10038588,10038502,10000000.0,10000000.0,0.0,0.0,0.396944,21.435,38389,10000113,3358992.333,5751379.207,10038588,10000000.0,10038588,0.0,10000113,10000000.0,10000113,0.0
8,12253001,228782,2958834,2770567,3019594,1361444.556,2992676.5,1321380.664,25977.64553,1.22419,544.35644,22,2770567,875214.3571,1238052.917,2999349,3000457.0,3002076,1187.535964,2718226,2754122.25,2770567,24426.84481
6,13984772,2,14,5379801,5339900,99426.82857,58652.15126,615296.5549,471902.9817,27.172413,17973.26406,2,5314406,36899.13457,372352.5297,5441654,6771591.5,8101529,1880815.65,4819591,5066998.5,5314406,349887.0419
2,14449630,24,51,1992232,2231831,527769.7037,628244.7826,571863.5626,498911.7337,3.598708,227.272255,6,1992232,283326.0784,431951.4401,1001545,3303290.5,7177169,2950368.553,1001092,1250261.0,1992232,494649.9194
7,44,44,-1,44,-1,44.0,0.0,0.0,0.0,45454.54546,2363636.364,44,44,44.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
2,221,221,-1,221,-1,221.0,0.0,0.0,0.0,9049.773756,361990.9502,221,221,221.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,11493422,14,45,4927072,4927141,233642.7234,399680.8929,750249.0008,960978.0649,6.699484,3088.810278,10,4927044,151229.2368,590310.8952,4786975,5103190.0,5419405,447195.5416,1294151,3110597.5,4927044,2568843.276
11,14997176,200,474,25377,32313,19904.06375,19889.27188,1864.132124,2053.666561,100.618943,10983.46782,5,20489,9945.076923,6311.58766,-1,0.0,-1,0.0,-1,0.0,-1,0.0
10,12326528,15,11,3695334,3838030,8217.685333,4193.460028,144373.6922,108748.2281,357.278221,326656.0543,2,3695334,2799.574835,84337.98119,3206526,4005234.667,4801608,797543.5643,2581016,3169945.0,3695334,559869.7616
1,14991194,1089173,13817292,13902021,13817292,7495597.0,13800000.0,9060051.707,0.0,0.333529,69.374061,29742,13817292,3747798.5,6731116.545,1118915,7495597.0,13872279,9017990.167,1089173,7453232.5,13817292,9000139.257
5,14996101,268,2,39945,23198,19103.31338,19132.62835,4592.386796,3529.238645,104.69388,12094.47709,2,22459,9557.744423,6304.263065,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,14321750,11,27,14078329,14037787,791980.2222,752396.1579,3315881.644,3217280.89,2.723131,690.907187,11,14011900,376888.1579,2271738.051,14190852,14200000.0,14190852,0.0,14011900,14000000.0,14011900,0.0
11,14441581,959661,958880,961101,961039,960209.8667,960155.5333,469.626807,717.307303,2.215824,310.215343,38412,922598,465857.4516,448377.1286,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,109982978,530,4,109425431,107462,12200000.0,57169.75,36500000.0,51017.67716,0.172754,57.08156,4,109425431,6110165.444,25800000.0,109982978,110000000.0,109982978,0.0,109425431,109000000.0,109425431,0.0
11,14995814,180,73,27650,28705,19861.56424,19894.69854,2085.990299,1713.211605,100.694767,10749.26643,-2,21928,9937.58383,7301.903048,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,4278677,470122,48,3308593,3650307,1426225.667,974053.0,1630246.205,1785324.219,2.103454,750.933057,48,3308593,534834.625,1129277.988,3808555,3808555.0,3808555,0.0,3308593,3308593.0,3308593,0.0
2,3212,28,304,1434,1038,458.857143,701.25,552.583909,378.768949,4047.32254,1050747.198,24,1012,267.666667,325.323848,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14982993,2361,1341,28027,41245,19897.73307,19892.67198,2008.343531,2059.70109,100.647447,11396.38789,2,22221,9942.264764,6453.963178,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14994866,92,5819,77806,25208,20003.0761,19993.15467,5411.618102,3489.482659,100.100928,11111.20299,92,23987,9996.577333,4799.037679,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,14729135,11,12,8811395,8811368,543098.6296,445565.1818,1959126.192,1778338.414,4.209344,1201.088862,11,8785908,241461.2295,1313195.547,5647313,7268957.5,8890602,2293351.645,5459103,7122505.5,8785908,2352406.375
6,10107818,13,17,9922327,9922735,916587.1818,775545.2308,2987036.894,2748464.805,2.572266,779.594567,13,9897082,404312.72,1977729.706,10001538,10000000.0,10001538,0.0,9897082,9897082.0,9897082,0.0
0,11113404,71,2,2909743,2909892,483173.5652,383211.0345,940398.6314,856873.9387,4.858997,1989.849375,2,2909522,209686.8679,653901.215,2379481,2750919.75,3002641,303405.9016,1872069,2408160.25,2909522,431276.5989
5,14996394,15516,1515,25751,43222,20003.87984,19997.04005,2808.373283,4337.780085,100.024046,11102.66908,19,24812,10004.26551,6183.814986,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14998981,59,183,30109,28136,19684.27595,19761.50329,2090.644187,2418.818042,101.47356,13279.50212,59,19332,9861.262985,3637.317383,-1,0.0,-1,0.0,-1,0.0,-1,0.0
2,14999994,1,27,3047138,1942390,4803.072046,4891.348296,65991.69747,54673.17384,411.800165,295054.118,0,1942191,2428.755505,38030.50255,1104947,3652129.667,6851291,2928126.445,1104947,1545455.333,1942191,420334.8827
2,2119,42,81,1071,1302,464.0,486.75,481.396926,561.661746,4719.207173,605946.201,29,804,235.444444,250.528746,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,847,245,-1,602,-1,423.5,0.0,252.43514,0.0,3541.912633,454545.4545,245,602,423.5,252.43514,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,171407,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.668135,501.729801,171407,171407,171407.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,264229,264229,325,264229,325,264229.0,325.0,0.0,0.0,15.138384,2376.726249,14,263890,88076.33333,152259.1811,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,218019,6,19,112758,72449,16018.91667,17459.18182,32611.38836,23629.85396,114.668905,28277.35197,6,72449,9084.125,18161.40394,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,144603,95,1,46576,26635,11077.23077,5769.882353,14805.39389,9645.858362,221.295547,58608.74256,1,46515,4664.612903,10268.45078,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,2148188,1,37,272111,281607,12136.65537,39357.83674,51359.07872,87090.78854,106.135962,109059.8216,1,272057,9463.38326,44262.83182,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14997938,156,2,36023,28558,18348.42157,16965.99321,5319.2669,5920.762573,113.482267,15545.47032,1,27665,8817.129924,5719.456928,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,11861130,60,7,5008074,5007879,988427.5,1173124.8,1906862.259,2052685.197,2.023416,745.881716,7,4957477,515701.3043,1421468.362,1247037,3750784.333,5008074,2168315.559,1196580,3700299.0,4957477,2168290.781
0,223029,16,11134,63085,27379,27878.625,24315.0,21867.62079,5877.213611,76.223271,44967.24641,16,27482,13939.3125,12719.93304,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,73295,61,119,42733,20253,18323.75,10186.0,21428.65805,14236.8879,109.147964,67548.94604,61,26882,10470.71429,12310.36466,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14977956,24,5778,92878,487323,30258.49697,331065.8444,13026.43635,169242.2387,36.186513,7911.693692,24,92878,27685.68577,14654.88928,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,14817459,304,4686,5224839,5158383,308507.8043,389933.1316,782517.0898,819938.5574,5.803964,639.043442,18,4875073,174323.0471,535983.7567,12081895,12100000.0,12081895,0.0,4875073,4875073.0,4875073,0.0
6,411600,411600,-1,411600,-1,411600.0,0.0,0.0,0.0,7.28863,6853.741497,564,411036,205800.0,290247.5347,-1,0.0,-1,0.0,-1,0.0,-1,0.0
2,8058846,25,23,1003512,1004001,322353.84,572813.2143,472423.8556,464528.4039,5.087577,329.079374,10,1003512,201471.15,382053.4822,1002099,1002633.2,1004033,794.877947,1001558,1002100.2,1003512,798.143439
8,1107219,3,25,165228,179874,19771.76786,37774.19231,47386.22946,61452.8714,75.86575,60475.84082,3,140064,13339.98795,36869.66426,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14999462,52,157,26234,23079,19861.2374,19893.18568,2197.672866,1659.848689,100.670277,11397.20878,52,17672,9940.001325,3518.899302,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,10078245,10039419,10039436,10039419,10039436,10000000.0,10000000.0,0.0,0.0,0.396894,21.432303,38809,10000610,3359415.0,5751443.581,10039419,10000000.0,10039419,0.0,10000610,10000000.0,10000610,0.0
5,14996639,207,14,151397,50507,46634.58256,17500.16822,27099.99463,6760.72045,78.617616,11835.1852,14,40022,12730.59338,7529.109801,-1,0.0,-1,0.0,-1,0.0,-1,0.0
4,18444479,197,250,18416946,53107,3688895.8,22437.33333,8233233.059,27430.42282,0.542168,66.849272,6,18364042,2049386.556,6118019.804,18444479,18400000.0,18444479,0.0,18364042,18400000.0,18364042,0.0
2,370,370,-1,370,-1,370.0,0.0,0.0,0.0,5405.405405,216216.2162,370,370,370.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,14641270,60,44,896581,1004476,155758.1915,168316.8605,221434.4699,232816.8449,12.430616,2884.859032,9,896522,80890.99448,151007.5133,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,10078614,10039880,10039035,10039880,10039035,10000000.0,10000000.0,0.0,0.0,0.39688,21.431518,38734,10000301,3359538.0,5751069.474,10039880,10000000.0,10039880,0.0,10000301,10000000.0,10000301,0.0
6,13287222,8,17,6424436,6425117,378913.8857,315735.381,1213742.393,1114385.42,5.945562,1660.015916,8,6399196,170349.0,823314.484,3025377,4382700.0,6980539,2250552.504,2009075,3776463.0,6399196,2316679.067
0,109393283,123,7,108535366,432276,10900000.0,84264.22222,34300000.0,139262.3631,0.191968,65.625602,7,108535366,5469664.15,24300000.0,109393283,109000000.0,109393283,0.0,108535366,109000000.0,108535366,0.0
0,195135,9,26,26987,65756,14506.88889,14104.0,11594.7928,23101.08285,117.867118,41150.99803,9,64573,8869.772727,15921.59576,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14441365,959411,945400,960865,960601,960134.5333,959153.7333,377.065619,3817.258084,2.215857,310.219983,38716,921851,465850.4839,447225.2165,-1,0.0,-1,0.0,-1,0.0,-1,0.0
11,14984732,481,5592,27536,25232,19921.03989,19891.10757,1941.88872,1466.330791,100.569033,11523.59615,2,19781,9950.021248,4379.667083,-1,0.0,-1,0.0,-1,0.0,-1,0.0
10,13113138,16,8,3083956,3252898,3809.743754,1910.700546,77102.04181,58521.65947,779.599818,716866.779,0,3083956,1282.834866,44770.9408,4002793,4003087.0,4003432,322.537595,1831105,2519341.667,3083956,635508.2753
8,161923,-1,-1,-1,-1,0.0,0.0,0.0,0.0,12.35155,617.577491,161923,161923,161923.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,13743241,26192,1322,5231943,5234375,1368803.4,1368779.0,1764987.341,1768128.885,1.600787,212.0315,33,5177145,654440.0476,1348997.571,1984043,3345965.0,5231943,1423796.857,1928516,3118779.25,5177145,1424750.031
0,15430303,158,70,15291973,54328,1714478.111,14013.375,5091604.907,20399.1899,1.231343,354.043598,5,15291973,857239.0556,3602456.633,15430303,15400000.0,15430303,0.0,15291973,15300000.0,15291973,0.0
2,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,448752,149,3,315760,366441,44861.0,35259.41667,96836.74265,104711.1551,53.481656,11324.74061,3,314936,19510.95652,65706.42871,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,3177414,267,488955,2404106,2404025,896281.3333,1446490.0,1313523.657,1354158.983,2.203049,126.203258,37,2403988,529569.0,939798.0402,2688459,2688459.0,2688459,0.0,2403988,2403988.0,2403988,0.0
0,6616691,356,16,3027219,2986543,274649.5417,150379.3409,679794.1131,506000.1118,10.579306,2059.337515,14,2961323,95894.07246,404562.105,1393275,2158227.0,3091808,861731.0443,1111971,1746268.0,2961323,1052608.947
6,60227972,1246,1,60107162,50352,15100000.0,17325.33333,30000000.0,28613.42786,0.149432,47.585863,1,60107162,7528496.5,21200000.0,60227972,60200000.0,60227972,0.0,60107162,60100000.0,60107162,0.0
1,11499078,126525,125852,11372553,11148461,5749539.0,5637156.5,7952142.66,7794161.57,0.521781,76.788765,54712,11148461,2299815.6,4946772.561,11317841,11300000.0,11317841,0.0,11148461,11100000.0,11148461,0.0
5,14999160,117,2,38138,41026,18318.90954,17005.85034,5265.428352,6126.354716,113.473021,15494.13434,2,22004,8817.848325,5254.324751,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,56720,-1,-1,-1,-1,0.0,0.0,0.0,0.0,35.260931,2715.091678,56720,56720,56720.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,210,21,-1,189,-1,105.0,0.0,118.78973,0.0,14285.71429,1109523.81,21,189,105.0,118.78973,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,12247339,7,25,9932433,9932943,531393.6957,407390.9,2079016.276,1825152.342,4.490771,1225.000794,5,9907298,226802.5741,1361201.388,1757312,5887671.0,10018030,5841209.715,1659926,5783612.0,9907298,5831772.668
8,5974040,202,479128,5217805,5217774,1831724.0,2848451.0,2935700.177,3350728.72,1.171736,67.123755,27,5217747,995673.3333,2077633.823,5494912,5494912.0,5494912,0.0,5217747,5217747.0,5217747,0.0
11,14441416,959549,958965,960798,961548,960201.0667,960207.8667,355.624193,709.385485,2.215849,310.218887,38298,922363,465852.129,448502.7755,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14998163,73,27,21985,124875,18335.16259,40083.39516,4891.492395,24036.06405,79.4764,13061.39959,27,21985,12592.91604,6947.527762,-1,0.0,-1,0.0,-1,0.0,-1,0.0
2,22908,8,26,1967,1961,85.797753,169.567164,215.610133,282.687397,17592.10756,17400000.0,6,1789,56.985075,165.558278,-1,0.0,-1,0.0,-1,0.0,-1,0.0
2,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,4665376,3,9,3488721,3661704,141334.9697,179437.3846,604539.2603,714758.6872,13.075045,8054.656259,1,3488721,77756.26667,450636.9394,3702786,3702786.0,3702786,0.0,3488721,3488721.0,3488721,0.0
5,14994022,144,4,38813,40980,19116.98087,19206.19359,4669.642003,3522.66379,104.441623,12125.83255,4,29175,9580.844728,4702.777602,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,17638063,122,131,17437944,58676,1959784.778,19224.66667,5804400.711,27381.43688,0.963825,344.425576,16,17437944,1102378.938,4356198.245,17638063,17600000.0,17638063,0.0,17437944,17400000.0,17437944,0.0
6,278101,278101,-1,278101,-1,278101.0,0.0,0.0,0.0,10.787448,3664.136411,3636,274465,139050.5,191505.0224,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,272687,-1,272687,-1,272687,0.0,272687.0,0.0,0.0,11.001625,3736.885147,1136,271551,136343.5,191212.2802,-1,0.0,-1,0.0,-1,0.0,-1,0.0
5,14999579,18,13,44745,122035,17421.11382,49538.1495,5854.766945,29840.90205,77.602178,11367.85239,5,39744,12897.31642,6983.406235,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,9977714,134,3,9824225,9823964,2481706.75,1662952.333,4895148.31,3998190.424,1.20268,330.737081,3,9773343,907064.9091,2940750.929,9823964,9823964.0,9823964,0.0,9773343,9773343.0,9773343,0.0
0,13962082,75,1,2847739,2847831,236627.4746,183711.6053,507800.6905,457512.4504,9.81229,2857.668362,1,2847614,102662.3676,352504.9723,2848645,6934897.0,11021149,5778832.998,1871738,2359676.0,2847614,690048.5372
