encoded_label,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle
1,171864,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.637108,500.395662,171864,171864,171864.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
4,7,-1,-1,-1,-1,0.0,0.0,0.0,0.0,285714.2857,14900000.0,7,7,7.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
10,14999357,16,7,170008,175524,1637.971388,822.96483,10190.24109,7883.844916,1825.74493,1684187.662,0,169957,547.741637,5821.426842,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,174243,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.478223,493.563586,174243,174243,174243.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
9,10025780,18,3061,5020614,4981158,237773.0238,435900.0435,761357.0736,1002660.488,6.682772,638.853037,18,4981111,151905.7576,609445.3449,7318846,7318846.0,7318846,0.0,4981111,4981111.0,4981111,0.0
6,165923,13,14,56799,39776,10783.15385,10754.69231,17875.72483,14682.91742,168.752976,57159.04365,13,39651,6145.296296,11694.28132,-1,0.0,-1,0.0,-1,0.0,-1,0.0
9,92,92,-1,92,-1,92.0,0.0,0.0,0.0,21739.13044,869565.2174,92,92,92.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,13281253,27,18,6129627,5864338,435038.5667,340544.9487,1346674.66,1125345.445,5.345881,1951.246618,5,5864338,189732.1857,852083.0321,2014365,4324737.0,6770643,2381033.852,1707161,3814517.667,5864338,2079185.652
8,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,781,781,-1,781,-1,781.0,0.0,0.0,0.0,2560.819462,102432.7785,781,781,781.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,10859302,489,227,9960155,10017003,1549052.429,2116565.0,3711789.889,4418651.464,1.289217,267.788851,30,9960155,835330.9231,2744145.42,10843367,10800000.0,10843367,0.0,9960155,9960155.0,9960155,0.0
7,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,175715,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.382068,489.428905,175715,175715,175715.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,11620546,16,2,11407231,11405486,1444282.875,893888.1538,4025730.32,3158409.494,1.979253,279.677048,2,11405384,528206.6364,2429515.241,11487353,11500000.0,11487353,0.0,11405384,11400000.0,11405384,0.0
4,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,235085,235085,-1,235085,-1,235085.0,0.0,0.0,0.0,12.761342,1012.39977,102,234983,117542.5,166085.9479,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,9634426,46,1,9451117,9450598,741090.9231,600559.8125,2617106.428,2360051.983,3.217628,565.057015,1,9450477,321147.5333,1724296.093,9589690,9589690.0,9589690,0.0,9450477,9450477.0,9450477,0.0
11,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,124491,4,3,26404,26541,8931.181818,9853.0,12299.10187,12748.73822,184.752311,39215.68628,3,26248,5658.681818,10561.17606,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,173679,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.515497,495.16637,173679,173679,173679.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,18,18,-1,18,-1,18.0,0.0,0.0,0.0,111111.1111,4444444.444,18,18,18.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,127887,3,2,26406,29123,7901.0,7867.153846,11674.92744,12089.8342,218.943286,86740.63822,2,25614,4736.555556,9615.098179,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14999979,66,2,7888807,7888759,499999.3,381353.1081,1517576.676,1373100.299,4.600006,1673.66901,2,7888556,220587.9265,1027275.916,1999147,4230978.667,8001898,3284029.237,1883870,4114559.333,7888556,3286397.972
9,13,-1,-1,-1,-1,0.0,0.0,0.0,0.0,153846.1538,7076923.077,13,13,13.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
9,28867,63,-1,28804,-1,14433.5,0.0,20322.95597,0.0,103.924897,6477.985243,63,28804,14433.5,20322.95597,-1,0.0,-1,0.0,-1,0.0,-1,0.0
4,3185752,1,3,1403821,1350840,1290.300527,1144.521157,33825.42275,31535.91191,1643.567986,3138609.032,1,1350840,608.548615,22630.90338,1912703,1912703.0,1912703,0.0,1350840,1350840.0,1350840,0.0
6,10144025,13,15,7834392,7834699,252972.075,198403.3529,1244086.257,1103638.85,9.167958,2502.556924,4,7809110,110261.1413,820776.0129,7944074,7944074.0,7944074,0.0,7809110,7809110.0,7809110,0.0
3,14462964,68,19,5294410,5321324,466516.6452,313717.7826,1257950.998,1054001.473,5.462228,389.823276,15,5293258,185422.6154,815305.4683,6558869,6631374.5,6703880,102538.2614,5027691,5160474.5,5293258,187784.2266
1,171895,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.63501,500.305419,171895,171895,171895.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,13946295,2,2,9805583,9805589,386700.4444,290025.4167,1648575.285,1432479.898,6.166512,1581.280189,2,9780494,164074.0588,1077556.67,3701667,6871269.5,10040872,4482494.843,1670890,5725692.0,9780494,5734355.981
2,41,-1,-1,-1,-1,0.0,0.0,0.0,0.0,48780.48781,2707317.073,41,41,41.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,425,425,-1,425,-1,425.0,0.0,0.0,0.0,4705.882353,188235.2941,425,425,425.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,6,-1,-1,-1,-1,0.0,0.0,0.0,0.0,333333.3333,15300000.0,6,6,6.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,14741109,796,232884,9286825,9092616,921313.9375,1133929.308,2246449.484,2402648.792,2.102963,128.077202,28,8817229,491370.3,1582423.384,14465694,14500000.0,14465694,0.0,8817229,8817229.0,8817229,0.0
6,12654526,375,6875,9921333,9925052,1406055.778,1406055.222,3207347.654,3201397.814,1.580462,457.859899,24,9585377,666027.6842,2170263.399,12184703,12200000.0,12184703,0.0,9585377,9585377.0,9585377,0.0
4,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,384,384,-1,384,-1,384.0,0.0,0.0,0.0,5208.333333,208333.3333,384,384,384.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,14105569,14105521,14105505,14105521,14105505,14100000.0,14100000.0,0.0,0.0,0.283576,99.109791,48,14105457,4701856.333,8143757.064,14105505,14100000.0,14105505,0.0,14105457,14100000.0,14105457,0.0
7,172414,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.599986,498.799401,172414,172414,172414.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
7,14,-1,-1,-1,-1,0.0,0.0,0.0,0.0,142857.1429,9785714.286,14,14,14.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
8,10640365,50903,6867,9793043,10138971,2660091.25,2573004.75,4758119.305,5044095.471,0.939817,308.354084,25,9793043,1182262.778,3232109.202,10239340,10200000.0,10239340,0.0,9793043,9793043.0,9793043,0.0
7,11151987,39,40,10255192,9988066,696998.4375,586935.3684,2550825.448,2278609.051,3.317794,1304.072539,12,9988066,309777.4167,1660619.937,10826247,10800000.0,10826247,0.0,9988066,9988066.0,9988066,0.0
3,4766122,154,16,799270,890872,66930.65672,48154.32653,107794.8688,103021.6743,35.038969,20823.84798,13,799270,28711.57831,72958.2683,-1,0.0,-1,0.0,-1,0.0,-1,0.0
6,14911507,49,20,10340693,10338220,648326.3913,434762.4412,2187974.21,1811804.348,3.956676,557.690111,20,10209549,257094.9483,1372830.123,2998079,6758298.0,10518517,5317752.707,2479268,6344408.5,10209549,5466134.116
