id,dur,proto,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,attack_cat,label,encoded_label
10638,0.739106,1,10,8,1702,354,23.00076,62,252,16582.19531,3355.405029,2,1,79.750889,95.927711,5033.43732,147.485109,255,1727533115,890331862,255,0.145934,0.067605,0.078329,170,44,0,0,DoS,1,2
11402,59.946285,1,1178,7728,50882,10422875,148.549655,62,252,6784.607422,1390782.0,6,3864,50.931448,7.755124,3000.315457,1179.001982,255,2555761601,248169504,255,0.123612,0.061477,0.062135,43,1349,0,0,DoS,1,2
11425,0.706758,1,10,8,744,878,24.053494,62,252,7583.925293,8704.535156,2,2,78.528667,87.70843,4341.944037,161.372922,255,2174016942,1029512191,255,0.171691,0.092087,0.079604,74,110,1,43,DoS,1,2
10952,8.167016,1,626,102,825400,4396,89.0166,254,252,807229.4375,4263.980957,310,1,13.031555,79.954445,1518.021665,91.609742,255,483747077,2514020713,255,0.152254,0.091608,0.060646,1319,43,1,0,DoS,1,2
11183,4.992805,1,784,122,1041378,5256,181.260834,254,252,1666478.0,8352.819336,389,1,6.234134,41.016844,800.576957,50.611602,255,1397798012,2325641879,255,0.079252,0.02976,0.049492,1328,43,0,0,DoS,1,2
11030,41.328411,1,730,290,348652,12470,24.656162,254,252,67396.73438,2405.512207,362,0,56.865285,143.149469,2753.852891,149.606203,255,2264919385,463094450,255,0.0,0.0,0.0,478,43,0,0,DoS,1,2
11005,59.995304,1,676,380,324480,16340,17.58471,254,252,43203.38281,2173.103516,337,0,89.158479,158.619234,4538.320719,171.409219,255,2264049065,463094449,255,0.12066,0.080372,0.040288,480,43,0,0,DoS,1,2
11265,5.061066,1,10,8,824,354,3.358976,62,252,1172.875366,490.01532,2,1,561.592444,710.730437,36362.9325,1145.741,255,180055420,1294831718,255,0.133913,0.085948,0.047965,82,44,1,0,DoS,1,2
11284,2.040821,1,258,42,330718,1816,146.509659,62,252,1291390.0,6950.144043,126,1,7.878121,48.859195,903.792247,58.71284,255,654400532,3488987473,255,0.091671,0.037578,0.054093,1282,43,1,0,DoS,1,2
11286,2.313299,1,256,42,330633,1816,128.388076,62,252,1138951.75,6131.503418,125,1,8.970741,54.945465,1051.812296,65.333512,255,714084703,543551157,255,0.096196,0.060528,0.035668,1292,43,1,0,DoS,1,2
11288,2.516263,1,260,42,330803,1816,119.621836,62,252,1047683.813,5636.930664,127,1,9.63978,59.959293,1120.856734,75.453195,255,421074346,4104049584,255,0.131379,0.057923,0.073456,1272,43,1,0,DoS,1,2
11209,33.361454,1,694,4518,30618,6182331,156.198228,62,252,7331.574707,1482180.75,3,2257,48.1406,7.384362,2310.484724,872.772688,255,695361184,2334842756,255,0.080692,0.020148,0.060544,44,1368,1,247,DoS,1,2
11222,0.207029,1,10,6,468,268,72.453618,254,252,16306.89453,8655.791992,2,1,20.780889,40.087801,1121.332291,67.092953,255,1168584056,1908178328,255,0.054426,0.006581,0.047845,47,45,0,0,DoS,1,2
10879,0.481795,1,10,8,792,1014,35.284716,62,252,11839.05957,14744.86035,2,2,53.532778,57.285145,2935.010811,83.548414,255,183274435,3042321449,255,0.155304,0.060208,0.095096,79,127,1,87,DoS,1,2
11239,0.210985,1,10,8,1132,1032,80.574447,62,252,38637.81641,34239.39844,2,2,23.344778,29.019143,1271.262259,50.494371,255,561928015,3301726008,255,0.02332,0.007849,0.015471,113,129,1,109,DoS,1,2
10321,2.638323,1,256,42,330633,1816,112.571506,62,252,998640.375,5376.14209,125,1,10.387099,62.891879,1300.704039,69.156437,255,3074241247,2598674022,255,0.113601,0.059093,0.054508,1292,43,1,0,DoS,1,2
10305,2.623103,1,260,42,330803,1816,114.749597,62,252,1005011.25,5407.336426,127,1,10.074413,62.923707,1126.819622,71.826789,255,3627575199,1358989963,255,0.082691,0.043226,0.039465,1272,43,1,0,DoS,1,2
10299,2.174114,1,258,42,330718,1816,137.527288,62,252,1212216.125,6524.037109,126,1,8.256672,51.736684,953.253945,60.759422,255,4216593733,3238833445,255,0.073237,0.052902,0.020335,1282,43,1,0,DoS,1,2
10381,0.270339,1,10,8,928,986,62.884006,62,252,24739.30859,25538.30469,2,2,30.037667,34.73157,1654.045239,69.174664,255,1368120408,4081096694,255,0.032388,0.017483,0.014905,93,123,1,69,DoS,1,2
10155,59.96682,1,1192,7958,51734,10625785,152.567704,62,252,6895.946777,1417377.125,2,3978,50.349867,7.547923,2494.553704,962.573803,255,1567714949,2313864321,255,0.070335,0.015549,0.054786,43,1335,1,5242880,DoS,1,2
10449,0.396216,1,10,8,890,1370,42.905889,254,252,16172.99609,24209.01758,2,2,44.024,46.455855,2232.328201,67.127383,255,6235879,4190535846,255,0.071087,0.01787,0.053217,89,171,1,283,DoS,1,2
11496,59.78484,1,816,386,389952,16608,20.088705,254,252,52116.89063,2216.615479,407,1,73.35563,154.929812,3539.136035,162.603922,255,2263749864,463094449,255,0.12066,0.080372,0.040288,478,43,0,0,DoS,1,2
10555,59.983105,1,1642,10872,70688,14590859,208.608742,62,252,9421.986328,1945816.875,6,5436,36.537742,5.523291,2574.687441,1002.060727,255,2029744812,1842832594,255,0.049488,0.005712,0.043776,43,1342,0,0,DoS,1,2
11509,21.756893,1,434,156,208320,6708,27.07188,254,252,76422.67969,2450.717529,216,0,50.297789,140.277469,2459.541477,144.795266,255,2264565625,463094449,255,0.12066,0.080372,0.040288,480,43,0,0,DoS,1,2
11493,0.309112,1,10,6,2580,268,48.526099,62,252,60094.71875,5797.251465,2,1,34.244889,48.038199,1732.354292,64.481625,255,2732190186,3488439910,255,0.10992,0.068902,0.041018,258,45,1,0,DoS,1,2
10614,9e-06,128,2,0,216,0,111111.1072,62,0,96000000.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,DoS,1,2
11604,59.82692,1,1174,430,563520,18490,26.793959,254,252,75289.1875,2466.715576,586,0,51.003273,139.318516,2485.52676,143.801312,255,2264661104,463094450,255,0.0,0.0,0.0,480,43,0,0,DoS,1,2
11611,41.328411,1,730,290,348652,12470,24.656162,254,252,67396.73438,2405.512207,362,0,56.865285,143.149469,2753.852891,149.606203,255,2264919385,463094450,255,0.0,0.0,0.0,478,43,0,0,DoS,1,2
7120,0.530747,1,10,10,830,1112,35.798601,62,252,11259.60254,15088.16797,2,2,58.971889,53.138891,3882.846436,97.234602,255,3878103314,2019193070,255,0.105413,0.051722,0.053691,83,111,1,98,DoS,1,2
8526,6e-06,128,2,0,1152,0,166666.6608,62,0,768000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,576,0,0,0,DoS,1,2
64583,4.521123,1,788,120,1032606,5170,200.613877,254,252,1824849.25,9072.082031,391,1,5.718422,37.555379,711.877873,45.750801,255,661890004,3059209564,255,0.114617,0.052022,0.062595,1310,43,0,0,DoS,1,2
8379,59.833561,128,298,298,168228,230574,9.944252,254,60,22417.38477,30725.36523,0,0,199.909547,201.078859,249.509641,249.842109,0,0,0,0,0.0,0.0,0.0,565,774,0,0,DoS,1,2
8448,1.611974,1,10,10,812,980,11.786791,62,252,3627.850098,4377.241699,2,2,179.108222,169.750219,10607.29536,347.911656,255,846387138,2584368247,255,0.141547,0.07288,0.068667,81,98,1,34,DoS,1,2
46811,0.144347,1,8,6,364,268,90.060758,254,252,17679.61914,12414.5293,1,1,20.621001,26.3306,1036.003871,40.556242,255,3770526635,1843015965,255,0.056409,0.011982,0.044427,46,45,0,0,DoS,1,2
46933,0.147826,1,6,4,278,182,60.882388,254,252,12555.30176,7414.12207,1,1,26.9186,46.955,1373.889055,66.400859,255,1852623257,3550530554,255,0.053399,0.006957,0.046442,46,46,0,0,DoS,1,2
2751,0.237511,1,10,6,470,268,63.154971,254,252,14247.76172,7544.914062,2,1,24.513333,44.155,1297.235373,72.695813,255,1713195643,4187651395,255,0.067251,0.016726,0.050525,47,45,1,0,DoS,1,2
2242,0.24079,1,12,6,548,268,70.60094,254,252,16711.6582,7442.169922,3,1,21.889999,44.182398,1082.644705,86.068344,255,3726375830,1750108900,255,0.052078,0.007769,0.044309,46,45,0,0,DoS,1,2
47178,0.177122,1,8,6,364,268,73.39574,254,252,14408.14844,10117.32031,1,1,25.303142,32.529199,1222.587591,42.052031,255,572339945,2812425440,255,0.058609,0.013726,0.044883,46,45,0,0,DoS,1,2
47101,0.520187,1,14,8,640,354,40.370096,254,252,9150.554688,4767.516113,4,1,38.985,70.11543,2536.101223,117.042977,255,3984851529,2269326808,255,0.077651,0.029368,0.048283,46,44,0,0,DoS,1,2
3570,0.303775,1,10,8,748,1018,55.96247,62,252,17749.97852,23464.73438,2,2,33.752778,35.965145,1802.266592,66.410031,255,1850816157,3655629831,255,0.103276,0.047693,0.055583,75,127,1,110,DoS,1,2
3528,0.451893,1,8,6,364,268,28.767872,254,252,5647.354492,3965.540527,1,1,64.425712,85.027797,4340.185126,158.683406,255,3206636865,3210999656,255,0.07353,0.026747,0.046783,46,45,0,0,DoS,1,2
3469,0.198744,1,10,6,468,268,75.473977,254,252,16986.67578,9016.624023,2,1,20.507111,38.373801,1088.74776,65.340531,255,2490553973,2178861967,255,0.053463,0.006856,0.046607,47,45,0,0,DoS,1,2
46537,0.394694,1,8,6,364,268,32.936908,254,252,6465.768555,4540.226074,1,1,56.384855,69.601797,3472.230231,127.080516,255,3883097033,1661105261,255,0.094648,0.046063,0.048585,46,45,0,0,DoS,1,2
46284,0.188929,1,10,8,1200,1016,89.980889,62,252,45731.46484,37643.76953,2,2,20.992111,24.297143,1101.315194,43.537637,255,3620951357,4211886496,255,0.036189,0.018118,0.018071,120,127,1,109,DoS,1,2
49378,59.971622,1,1082,7090,46794,9554162,136.247773,62,252,6236.416016,1274311.375,6,3545,55.478019,8.440507,2900.018487,1111.739829,255,7739989,642190703,255,0.123538,0.044523,0.079015,43,1348,0,0,DoS,1,2
736,0.266376,1,10,8,848,1014,63.819566,254,252,22945.01172,26669.07031,2,2,29.597333,34.892855,1456.142061,50.494645,255,2813253090,3347160439,255,0.071552,0.021051,0.050501,85,127,1,90,DoS,1,2
760,0.203724,1,10,8,744,944,83.446232,62,252,26310.10547,32436.04102,2,2,22.636,26.162572,1167.644073,44.634609,255,2643107585,2581994053,255,0.048141,0.020084,0.028057,74,118,1,75,DoS,1,2
48953,59.922993,1,752,382,315088,16426,18.9076,254,252,42009.78516,2187.207275,375,0,79.977383,157.480141,3834.993254,164.064219,255,380913035,930012124,255,0.072579,0.028824,0.043755,419,43,0,0,DoS,1,2
48975,59.769596,1,922,416,386318,17888,22.369233,254,252,51651.54688,2388.505371,460,0,65.023169,144.149109,3132.003344,150.027781,255,381716515,930012124,255,0.072579,0.028824,0.043755,419,43,0,0,DoS,1,2
423,0.338931,1,10,8,796,1024,50.157703,62,252,16923.79883,21148.84766,2,2,37.659,42.555,1937.961392,60.596176,255,967118013,4120194830,255,0.091635,0.040255,0.05138,80,128,1,90,DoS,1,2
416,0.417471,1,10,8,786,826,40.721392,62,252,13567.41016,13854.85449,2,2,46.284778,54.81557,2461.395282,76.150773,255,2120189938,2827257507,255,0.097739,0.033761,0.063978,79,103,1,14,DoS,1,2
339,1.465404,1,10,10,800,1018,12.965707,62,252,3930.656494,5006.12793,2,2,162.822667,151.279328,10706.08605,215.94,255,3499888983,2363001486,255,0.252379,0.103293,0.149086,80,102,1,55,DoS,1,2
516,57.237827,1,1642,11018,70700,14657531,221.164929,62,252,9875.567383,2048463.625,7,5507,34.901071,5.207182,2437.926717,928.124268,255,660150177,1867331307,255,0.048404,0.004971,0.043433,43,1330,0,0,DoS,1,2
47476,0.056269,128,2,2,126,1146,53.315323,254,60,8956.974609,81465.8125,0,0,0.006,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,63,573,0,0,DoS,1,2
47407,2.297508,1,26,26,3456,3174,22.197964,254,252,11574.2793,10627.16602,10,10,91.900323,89.063797,5029.320606,107.318687,255,2119225305,2848416118,255,0.117066,0.070368,0.046698,133,122,0,0,DoS,1,2
47603,0.453024,1,10,8,768,996,37.525606,62,252,12220.10352,15398.74219,1,1,50.336,12.555571,3433.876684,15.020159,255,3692249402,4125626773,255,0.0,0.0,0.0,77,125,1,0,DoS,1,2
1996,0.503453,1,10,6,2174,268,29.79424,62,252,31097.24219,3559.418457,2,1,48.674333,92.903398,2513.21887,138.462703,255,1944114710,2756518730,255,0.105699,0.038928,0.066771,217,45,1,0,DoS,1,2
50498,59.823212,128,154,152,100480,121106,5.098355,254,60,13349.73438,16088.73828,0,0,391.001375,392.574781,455.683781,464.602875,0,0,0,0,0.0,0.0,0.0,652,797,0,0,DoS,1,2
50503,59.823212,128,154,152,100480,121106,5.098355,254,60,13349.73438,16088.73828,0,0,391.001375,392.574781,455.683781,464.602875,0,0,0,0,0.0,0.0,0.0,652,797,0,0,DoS,1,2
48523,39.136543,1,626,266,260790,11438,22.766446,254,252,53223.71094,2329.280762,310,0,62.910938,148.031953,3582.446256,161.028859,255,381891234,930012124,255,0.072579,0.028824,0.043755,417,43,0,0,DoS,1,2
48630,0.128852,1,8,6,364,268,100.890949,254,252,19805.66992,13907.42969,1,1,18.407429,22.387801,979.254013,42.97293,255,1118154958,2274608470,255,0.050268,0.005798,0.04447,46,45,0,0,DoS,1,2
50424,59.823212,128,154,152,100480,121106,5.098355,254,60,13349.73438,16088.73828,0,0,391.001375,392.574781,455.683781,464.602875,0,0,0,0,0.0,0.0,0.0,652,797,0,0,DoS,1,2
48065,59.908634,1,846,394,352990,16952,20.681493,254,252,47081.42578,2257.97168,422,1,70.897678,152.365859,3337.288658,157.091953,255,380608697,930012124,255,0.072579,0.028824,0.043755,417,43,0,0,DoS,1,2
44964,59.934109,1,1622,462,679618,19866,34.754834,254,252,90659.42969,2645.972412,809,0,37.035884,129.959484,1922.793731,133.980203,255,381408767,930012124,255,0.072579,0.028824,0.043755,419,43,0,0,DoS,1,2
45003,0.235139,1,10,6,484,268,63.792056,254,252,14833.7793,7621.024414,2,1,23.509778,42.608199,1221.247755,65.863406,255,2305982204,915379077,255,0.074607,0.022086,0.052521,48,45,0,0,DoS,1,2
44995,37.098484,1,572,3784,24596,5097505,117.390241,62,252,5294.663574,1098946.875,0,1886,65.044008,9.856549,71.885305,1147.93349,255,7740129,646825687,255,0.123538,0.044523,0.079015,43,1347,0,0,DoS,1,2
45698,0.459448,1,10,6,1924,268,32.647872,62,252,30157.92773,3900.33252,2,1,46.601222,83.039,2569.792821,138.198844,255,2819922108,1990441419,255,0.090267,0.044242,0.046025,192,45,1,0,DoS,1,2
44872,0.214066,1,10,6,468,268,70.071847,254,252,15770.83691,8371.25,2,1,23.785111,41.159,1128.526548,60.616703,255,2784361789,2253194490,255,0.052302,0.0076,0.044702,47,45,0,0,DoS,1,2
45025,0.228079,1,10,8,784,918,74.535576,62,252,24763.34961,28200.75391,2,2,25.342111,30.421143,1291.929576,47.433984,255,2460627996,3771542246,255,0.034142,0.0141,0.020042,78,115,1,56,DoS,1,2
44424,1.787587,1,62,314,2758,397524,209.779994,62,252,12145.98242,1773376.0,7,155,29.304706,5.655003,1541.173856,647.799905,255,3142851159,3749299718,255,0.036316,0.016894,0.019422,44,1266,0,0,Exploits,1,3
61473,1.58856,1,42,22,30985,1720,39.658559,62,252,152329.1563,8269.124023,17,8,38.745365,72.96943,2929.218695,109.031977,255,2290112941,744183005,255,0.080666,0.055551,0.025115,738,78,0,0,Exploits,1,3
61336,0.444908,1,10,8,822,1388,38.210147,62,252,13306.12207,21847.21289,2,2,49.434222,54.278855,2827.497094,105.683898,255,2817476796,3408930527,255,0.115462,0.058117,0.057345,82,174,0,0,Exploits,1,3
50403,1.1e-05,22,2,0,180,0,90909.0902,254,0,65454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,Exploits,1,3
48784,0.714577,1,24,20,7147,1758,60.175459,62,252,76688.72656,18707.57031,9,8,31.068566,36.248,1704.869138,44.622551,255,1707026839,2608897087,255,0.03817,0.020856,0.017314,298,88,0,0,Exploits,1,3
61471,1.161586,1,20,22,1112,1646,35.296567,62,252,7279.70166,10826.57617,7,9,61.136107,53.700143,3154.931083,2855.32746,255,3554562285,1409321668,255,0.064085,0.014831,0.049254,56,75,0,0,Exploits,1,3
61356,1e-05,104,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,Exploits,1,3
61332,6e-06,17,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,Exploits,1,3
48829,5e-06,55,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,Exploits,1,3
61475,1.161586,1,20,22,1112,1646,35.296567,62,252,7279.70166,10826.57617,7,9,61.136107,53.700143,3154.931083,2855.32746,255,3554562285,1409321668,255,0.064085,0.014831,0.049254,56,75,0,0,Exploits,1,3
48791,8e-06,54,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,Exploits,1,3
61481,2.736457,1,80,432,3674,564068,186.737807,62,252,10609.33887,1645231.0,6,214,34.638695,6.320868,1776.332441,731.447833,255,3010571326,3872702332,255,0.051109,0.007235,0.043874,46,1306,0,0,Exploits,1,3
48831,2.51009,1,22,22,1194,1654,17.130859,62,252,3633.335693,5032.48877,7,9,119.528098,115.139426,6477.211748,7436.880865,255,1225503894,2463924387,255,0.106682,0.069485,0.037197,54,75,0,0,Exploits,1,3
61346,3.40145,1,92,34,94127,2280,36.749034,62,252,218974.8594,5204.839355,42,8,37.378571,100.873609,3595.742132,137.448297,255,1684672012,3024961162,255,0.125446,0.071757,0.053689,1023,67,0,0,Exploits,1,3
