0,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle
0,4637216,9,0,2168310,2393420,36801.44444,5285.467354,258118.4704,104661.6373,215.862276,261614.5118,0,2168310,4637.216,92059.85,2216912,2305450.5,2393989,125212.3475,1933910,2051110.0,2168310,165745.8295
1,124455,10,20,45255,79071,6507.285714,14279.16667,17086.20841,31845.43137,120.525491,27704.7929,10,78904,8889.642857,22634.48356,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,10099011,13,13,8250271,8250550,251819.075,197519.6863,1308168.375,1160009.002,9.208823,2513.612472,5,8225076,109771.8587,862350.7233,8333243,8333243.0,8333243,0.0,8225076,8225076.0,8225076,0.0
0,12221397,65,50,3656834,3656699,554359.4091,555432.5909,969366.5173,969270.6021,3.76389,1491.891639,50,3631287,271586.6,717433.814,1431594,3048976.75,4600283,1423322.583,1357492,2348661.5,3631287,944579.8559
0,132364,59,3,27751,31604,7144.0,7546.071429,11042.66708,11978.89039,234.202653,62751.20123,3,26719,4412.133333,9006.426695,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,12470209,162132,65573,5696663,5693564,2006019.667,1781458.429,2151315.363,2158866.56,1.202867,455.886505,278,5459370,890729.2143,1589632.897,2970305,4078671.667,6278724,1905319.466,2457225,3567894.667,5459370,1646348.009
0,14495355,214,1,5360364,5359145,2415892.5,2407495.833,2413943.62,2407408.781,0.965827,48.36032,1,5359145,1115027.308,1991342.47,3871519,4815212.0,6160199,1195948.03,3871213,4547871.667,5359145,753044.6471
1,206199,84,104,206064,206066,103074.0,103085.0,145649.8548,145637.1269,29.098104,10872.99163,29,206015,41239.8,92112.1376,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,6832708,1188,243939,5092557,5312809,854081.375,1358749.2,1725623.088,2220145.67,2.195323,276.02526,42,5092557,488050.5714,1338957.593,6314959,6314959.0,6314959,0.0,5092557,5092557.0,5092557,0.0
0,14628384,241659,192589,6365318,6365951,1803592.0,2404830.5,2214353.621,2282384.949,1.093764,448.579966,38,6165917,975225.6,1733409.166,2060102,3607245.75,6365951,2036883.884,1088415,3185619.75,6165917,2259891.859
0,41,-1,-1,-1,-1,0.0,0.0,0.0,0.0,48780.48781,2707317.073,41,41,41.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,172132,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.61899,499.616573,172132,172132,172132.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,10982438,7,1,627303,9960254,175576.8333,1365045.0,237126.9288,3481140.438,1.456871,716.143355,1,9928977,732162.5333,2549170.658,10982438,11000000.0,10982438,0.0,9928977,9928977.0,9928977,0.0
0,11003717,2,2,8237100,8197291,296722.0811,219546.08,1363973.727,1170570.404,8.088176,1956.975084,2,8172212,125042.2386,881903.6464,1737309,5019475.5,8301642,4641684.378,1454698,4813455.0,8172212,4749999.702
0,14254982,85,2,14062100,14062284,1425483.0,1018201.714,4440210.55,3754413.335,1.823924,273.728862,2,14061839,570199.28,2810810.615,14143264,14100000.0,14143264,0.0,14061839,14100000.0,14061839,0.0
0,13282161,4,2,11414735,11372990,200858.6364,152366.977,1416287.664,1229245.777,11.669788,11241.24305,0,11347351,86247.7987,922336.9551,1701848,6581619.0,11461390,6901038.329,1590324,6468837.5,11347351,6899259.956
1,2735,26,-1,2654,-1,683.75,0.0,1313.500127,0.0,1828.153565,1051188.3,26,2654,683.75,1313.500127,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,171864,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.637108,500.395662,171864,171864,171864.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,7,-1,-1,-1,-1,0.0,0.0,0.0,0.0,285714.2857,14900000.0,7,7,7.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14149821,2,5,10435337,10571625,248241.8947,301059.9362,1396065.567,1555705.743,7.491261,5249.4657,1,10435337,134760.2,1031796.906,2340678,6627237.5,10913797,6062110.581,1866208,6150772.5,10435337,6059289.225
1,14999357,16,7,170008,175524,1637.971388,822.96483,10190.24109,7883.844916,1825.74493,1684187.662,0,169957,547.741637,5821.426842,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,7329381,103,1,2263138,2306555,487684.7333,364078.9,773280.2648,703324.9772,5.048175,2023.226791,1,2255655,203593.9167,537743.8481,2008477,2327427.667,2502565,276663.0515,1750513,1938206.333,2255655,276440.6716
1,14660566,34,80,11587711,11930118,2443427.667,2384740.667,4508875.405,4730216.537,0.954943,268.134259,10,11587711,1127735.846,3170268.127,2035641,7059762.0,12083883,7105180.057,1559106,6573408.5,11587711,7091294.601
1,165923,13,14,56799,39776,10783.15385,10754.69231,17875.72483,14682.91742,168.752976,57159.04365,13,39651,6145.296296,11694.28132,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,7787921,75,82,7324135,7361963,843520.2222,1297910.833,2430456.39,2972472.192,2.182868,440.939244,8,7324056,486745.0625,1824007.502,7448519,7448519.0,7448519,0.0,7324056,7324056.0,7324056,0.0
1,14539246,236,15396,7169389,7305792,969283.0667,1792395.0,1860745.126,2397241.557,1.719484,107.02068,17,7169389,605801.9167,1524078.965,7097012,7201395.0,7305778,147619.8543,2852389,5010889.0,7169389,3052579.974
1,11913292,20,27,9674176,9886482,595664.6,586971.6,2146987.838,2197717.485,3.525474,922.331124,9,9674176,290568.0976,1509103.173,10372334,10400000.0,10372334,0.0,9674176,9674176.0,9674176,0.0
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,10859302,489,227,9960155,10017003,1549052.429,2116565.0,3711789.889,4418651.464,1.289217,267.788851,30,9960155,835330.9231,2744145.42,10843367,10800000.0,10843367,0.0,9960155,9960155.0,9960155,0.0
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,14866086,41,40,11454589,11494618,929130.375,1122849.154,2818316.912,3127621.455,2.085283,225.143323,20,11454553,495536.2,2077844.971,11763017,11800000.0,11763017,0.0,11454553,11500000.0,11454553,0.0
0,175715,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.382068,489.428905,175715,175715,175715.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,60,-1,-1,-1,-1,0.0,0.0,0.0,0.0,33333.33333,21600000.0,60,60,60.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,12051850,10,15,7534729,7536064,387950.871,301296.25,1403711.16,1241905.407,6.057161,1608.715674,10,7509518,167386.8056,928157.4655,1884151,3969843.0,8033878,3519966.806,1797620,3721869.0,7509518,3280341.348
1,14971890,10,33,3209819,3528153,207255.4861,382617.0256,499163.6635,707300.9032,7.547477,3579.441206,9,3209819,133677.5893,404869.2745,1129630,1986558.167,3631552,881577.5556,1051569,1535979.0,3209819,838372.528
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,11761751,424658,7386,5416243,5833528,2940428.25,2940427.75,2785391.941,3266289.706,0.850214,187.812172,25,5416243,1306861.222,2299467.124,5416281,5563410.0,5710539,208071.8272,5285881,5351062.0,5416243,92179.8542
0,9875056,9875056,-1,9875056,-1,9875056.0,0.0,0.0,0.0,0.20253,10.531586,9875056,9875056,9875056.0,0.0,9875056,9875056.0,9875056,0.0,9875056,9875056.0,9875056,0.0
1,14127482,212,1,8214111,7984232,1156672.25,642158.2727,2338770.869,1713174.28,2.548225,1097.152345,1,7984232,403642.3429,1381164.738,2113638,4626540.667,9234328,3995930.786,1415739,3735820.667,7984232,3684442.502
0,9634426,46,1,9451117,9450598,741090.9231,600559.8125,2617106.428,2360051.983,3.217628,565.057015,1,9450477,321147.5333,1724296.093,9589690,9589690.0,9589690,0.0,9450477,9450477.0,9450477,0.0
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,8995619,131653,1769,7314222,7411263,1123312.25,749634.9167,2502704.096,2100811.31,2.445635,169.860462,10,7074846,428362.8095,1527278.735,8002016,8002016.0,8002016,0.0,7074846,7074846.0,7074846,0.0
1,983038,32744,32766,831829,950238,327661.3333,491502.0,438718.0026,648750.6727,7.120783,3450.527853,34,831829,163839.6667,330441.1368,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,1228,42,50,1031,1066,387.0,403.333333,558.193963,574.307264,6514.65798,3661237.785,18,999,175.428571,363.663469,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,14999384,0,3,4351595,4638430,3072.105426,6117.168842,64203.18221,95575.21634,486.753323,448943.5033,0,4351595,2054.710137,52199.76908,4460484,4460484.0,4460484,0.0,4351595,4351595.0,4351595,0.0
0,10588089,55,68,3168051,3193074,1173666.667,1320415.375,1282333.8,1287892.845,1.794469,556.946584,55,3167586,588227.1667,1055967.295,1236082,2112600.0,3250829,969836.8544,1211062,2075863.4,3167586,952901.8809
1,14080672,146762,146764,2299467,2299454,828273.3529,828272.4118,794611.5924,794602.0833,2.556696,341.887092,21,2299419,402304.9143,688111.2898,1366400,2243441.0,3230415,628475.7024,1366359,1821320.0,2299419,368362.9346
0,14999979,66,2,7888807,7888759,499999.3,381353.1081,1517576.676,1373100.299,4.600006,1673.66901,2,7888556,220587.9265,1027275.916,1999147,4230978.667,8001898,3284029.237,1883870,4114559.333,7888556,3286397.972
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,28867,63,-1,28804,-1,14433.5,0.0,20322.95597,0.0,103.924897,6477.985243,63,28804,14433.5,20322.95597,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,3185752,1,3,1403821,1350840,1290.300527,1144.521157,33825.42275,31535.91191,1643.567986,3138609.032,1,1350840,608.548615,22630.90338,1912703,1912703.0,1912703,0.0,1350840,1350840.0,1350840,0.0
1,10144025,13,15,7834392,7834699,252972.075,198403.3529,1244086.257,1103638.85,9.167958,2502.556924,4,7809110,110261.1413,820776.0129,7944074,7944074.0,7944074,0.0,7809110,7809110.0,7809110,0.0
0,171895,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.63501,500.305419,171895,171895,171895.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,13946295,2,2,9805583,9805589,386700.4444,290025.4167,1648575.285,1432479.898,6.166512,1581.280189,2,9780494,164074.0588,1077556.67,3701667,6871269.5,10040872,4482494.843,1670890,5725692.0,9780494,5734355.981
0,41,-1,-1,-1,-1,0.0,0.0,0.0,0.0,48780.48781,2707317.073,41,41,41.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,425,425,-1,425,-1,425.0,0.0,0.0,0.0,4705.882353,188235.2941,425,425,425.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,14741109,796,232884,9286825,9092616,921313.9375,1133929.308,2246449.484,2402648.792,2.102963,128.077202,28,8817229,491370.3,1582423.384,14465694,14500000.0,14465694,0.0,8817229,8817229.0,8817229,0.0
0,14982232,14,2,9953503,9913624,623182.5833,404227.2703,2061923.467,1666126.529,4.204981,599.309903,2,9887903,241648.9032,1290723.375,1282552,4985460.667,9997740,4502717.416,1171434,4483737.333,9887903,4719758.889
0,5281378,5221091,5281378,5221091,5281378,5221091.0,5281378.0,0.0,0.0,0.757378,36.922182,13154,5221091,1760459.333,2997043.092,5268224,5268224.0,5268224,0.0,5221091,5221091.0,5221091,0.0
1,14032745,12,12,8613529,8610087,359157.6154,255140.8182,1486532.958,1256798.783,6.841142,1233.187092,12,8609984,147713.1053,959819.3805,3981699,6378436.0,8775173,3389497.971,3787278,6198631.0,8609984,3410168.116
1,384,384,-1,384,-1,384.0,0.0,0.0,0.0,5208.333333,208333.3333,384,384,384.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,10640365,50903,6867,9793043,10138971,2660091.25,2573004.75,4758119.305,5044095.471,0.939817,308.354084,25,9793043,1182262.778,3232109.202,10239340,10200000.0,10239340,0.0,9793043,9793043.0,9793043,0.0
1,11151987,39,40,10255192,9988066,696998.4375,586935.3684,2550825.448,2278609.051,3.317794,1304.072539,12,9988066,309777.4167,1660619.937,10826247,10800000.0,10826247,0.0,9988066,9988066.0,9988066,0.0
0,4766122,154,16,799270,890872,66930.65672,48154.32653,107794.8688,103021.6743,35.038969,20823.84798,13,799270,28711.57831,72958.2683,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,170717,1272,4943,165095,56307,83183.5,30625.0,115840.3542,36319.8327,35.145885,2852.674309,593,109467,34143.4,48136.19959,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,895,-1,-1,-1,-1,0.0,0.0,0.0,0.0,2234.636872,116201.1173,895,895,895.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,14911507,49,20,10340693,10338220,648326.3913,434762.4412,2187974.21,1811804.348,3.956676,557.690111,20,10209549,257094.9483,1372830.123,2998079,6758298.0,10518517,5317752.707,2479268,6344408.5,10209549,5466134.116
0,1538481,1538481,-1,1538481,-1,1538481.0,0.0,0.0,0.0,1.299984,67.599145,1538481,1538481,1538481.0,0.0,1538481,1538481.0,1538481,0.0,1538481,1538481.0,1538481,0.0
