0,duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle
0,11597347,0,81,3468261,3443013,578589.45,644226.2778,1005770.732,1041233.525,3.449065,1071.020812,0,3442685,297367.8718,762159.3634,1947199,2851541.75,3692521,756044.0438,1719268,2400937.5,3442685,781827.4782
1,14979375,1,7,7313474,7313530,743432.8,499312.5,1948742.965,1616000.242,3.47144,955.780865,1,7288098,293713.2353,1249557.442,2557601,4960108.667,7383874,2413206.722,2454344,4856848.667,7288098,2417005.198
1,14900467,5,20,6862585,6862534,273662.8333,273651.9815,1032676.458,1027849.443,7.382319,3617.000729,5,6735430,136701.5321,713293.7233,2208076,4837902.0,9066449,3698141.652,1596622,3717995.667,6735430,2684032.499
0,14425196,11,8,3171181,3171200,131745.6606,76191.61905,486222.7595,372021.0109,20.796944,7079.002601,6,3146128,48244.80268,294288.4756,1713646,2860192.0,3950064,837487.7162,1580808,2223010.6,3146128,628647.937
1,14976023,39,22,4151454,4397409,245507.6066,217590.3971,709178.2266,710633.0237,8.747316,3381.204743,4,4151454,115200.1769,498626.6715,1929563,3637842.0,6648392,2135618.862,1929504,2733880.25,4151454,1023929.891
1,14998316,93,17,35262,36470,18158.63515,17276.62097,5122.311672,6054.304519,113.012688,15401.9958,8,22456,8853.787485,5813.248874,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,9694959,61,1,1910334,1910789,210721.0435,158933.7541,442451.1069,393917.6087,11.242956,3274.691518,1,1910177,89768.13889,305282.1479,2992794,4447889.5,5902985,2057815.791,1652069,1781123.0,1910177,182509.9171
1,10483342,8,1,169617,10010878,83146.66667,1490443.286,77264.51479,3757951.667,1.430841,706.358717,1,9984462,748810.1429,2658667.634,10483342,10500000.0,10483342,0.0,9984462,9984462.0,9984462,0.0
0,14701087,20,5,5881392,5932194,284572.902,341885.7442,889248.0281,946533.6678,6.530129,2336.970049,5,5881355,154748.2842,649646.5903,2757283,4248801.333,6270335,1815508.408,1297996,3043251.333,5881355,2479421.917
0,9298426,39,9,6095352,6094371,272726.8824,159884.8621,1080108.263,832322.776,10.109238,1861.92803,7,6069254,99983.07527,656249.4937,1989483,4584496.5,7179510,3669903.286,1876794,3973024.0,6069254,2964516.896
1,4745268,213,233198,4512048,4512070,2256130.5,2372634.0,3190349.124,3025619.407,1.264418,379.11452,24,4512024,949053.6,1994311.772,4512070,4512070.0,4512070,0.0,4512024,4512024.0,4512024,0.0
0,105,105,-1,105,-1,105.0,0.0,0.0,0.0,19047.61905,761904.7619,105,105,105.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,12178159,3,19,2296185,2297849,191327.127,167079.3472,507234.3608,475308.3568,11.249648,4178.874656,3,2170243,89545.28677,330080.6821,1938337,2327368.8,2815179,357929.572,1218662,1719181.2,2170243,375473.9766
0,30125659,4,5,16884,30034557,1059.383721,255186.5169,2972.858366,2764844.933,6.838025,11099.77378,2,30034552,146954.4341,2097673.718,30125659,30100000.0,30125659,0.0,30034552,30000000.0,30034552,0.0
1,14415896,9,14,5841665,5880854,305345.8511,228823.746,1078321.996,942711.5601,7.769201,1435.845542,9,5841625,129872.9369,710781.8831,3995099,4685686.0,5880854,1039215.795,2688412,4172078.0,5841625,1584803.415
0,196266,17,4,58972,24991,7009.5,4410.870968,13804.24545,8801.842948,310.802686,404221.8214,4,37774,3271.1,8355.73582,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,78,78,-1,78,-1,78.0,0.0,0.0,0.0,25641.02564,1025641.026,78,78,78.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,12987104,13,3,2638446,2765733,59032.29091,45275.5669,191887.4859,173022.9034,38.961727,33458.80652,3,2630914,25717.03762,125258.1038,5921753,5921753.0,5921753,0.0,2630914,2630914.0,2630914,0.0
0,232,232,-1,232,-1,232.0,0.0,0.0,0.0,8620.689655,344827.5862,232,232,232.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,307774,307774,51,307774,51,307774.0,51.0,0.0,0.0,12.996549,1816.267781,51,268105,102591.3333,144697.8482,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,7775595,53,49,3080222,1047097,236835.3226,134366.5333,615911.7407,297025.9276,6.173161,1552.93582,18,3080222,165438.1915,508564.5009,1582688,2774298.0,3965908,1685191.023,1581968,2331095.0,3080222,1059425.563
0,14996259,29962,2,5412971,1051014,1978094.0,1173.416197,2411428.442,19790.60567,852.679325,38492.8001,2,1051014,1172.865556,19784.47054,3255552,3255552.0,3255552,0.0,1051014,1051014.0,1051014,0.0
0,14230956,5,18,2851227,2897302,233294.3607,206449.2059,541049.6958,533929.945,9.205285,4326.483758,5,2839039,109468.8923,380835.5119,1404766,2308594.167,3504902,749668.6591,1032667,1686278.0,2839039,747657.6078
1,9711585,10,14,5225492,5288839,219277.5682,179844.1667,892055.2135,814950.3654,10.29698,1942.113466,10,5225492,98096.81818,599070.533,4103020,4683252.0,5263484,820571.9637,2941211,4083351.5,5225492,1615230.585
1,128508,8,15,27215,29307,8548.5,7302.357143,12216.90898,11862.9669,217.885268,61856.07122,8,26546,4759.555556,9771.247018,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,259016,10,17,232772,207120,46777.2,33355.0,103975.1006,77189.20408,54.050715,16249.96139,10,207120,19924.30769,57023.66954,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,219705,45,55,217462,533,19973.18182,225.1,65499.84242,173.559436,104.685829,72460.79971,11,217440,9986.590909,46335.60275,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,11993411,40,10,3874387,3833196,216473.9091,126246.4316,691059.3405,530381.0274,12.673626,2131.503706,10,3807742,79426.56291,419093.8518,1604680,3535893.0,4793013,1697694.866,1545276,2783412.667,3807742,1146286.736
0,14987641,26,8,6752161,6712424,211093.5352,112199.9697,883194.5793,646618.3967,13.677936,4583.710005,6,6687183,73468.82843,519978.8621,2136897,3522241.5,6818187,2206743.854,1383531,3061550.5,6687183,2454769.154
0,1405534,67,1063,151910,199866,77387.05556,140467.2,59723.38574,88930.67743,21.344201,1487.690799,33,151910,48466.68966,58800.64022,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14997561,113,2,35951,41790,18334.42665,16945.47172,5186.924525,5970.298062,113.618474,15547.79474,2,22736,8806.553729,5133.543582,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,26995,3,-1,19937,-1,384.857143,0.0,2390.818566,0.0,2667.160585,107834.7842,3,19937,380.211268,2374.002644,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14027851,1046733,1046715,7363224,7442008,4657616.0,4657474.0,3254098.455,3276725.34,0.570294,83.405505,23763,7363224,2003978.714,3086791.483,5539128,6463057.5,7386987,1306633.63,5483699,6423461.5,7363224,1329024.873
0,7635296,14,9,4325482,4285119,155299.8367,111908.6176,676088.8063,571740.8238,15.585512,2804.737367,9,4259673,64705.89831,432889.4944,2283034,3528858.0,4774682,1761861.197,2052592,3156132.5,4259673,1560641.942
0,44,-1,-1,-1,-1,0.0,0.0,0.0,0.0,45454.54546,124000000.0,44,44,44.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,16432,13,42,1074,1089,89.304348,176.456522,184.807978,248.268373,16918.20837,16500000.0,9,849,59.3213,146.910372,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,174051,5,3,29303,66360,9809.636364,13474.36364,13405.47266,21061.445,137.890618,27813.68679,3,66145,7567.434783,16081.35058,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,96,96,-1,96,-1,96.0,0.0,0.0,0.0,20833.33333,833333.3333,96,96,96.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,9154790,77,1,2902420,2903264,199013.587,157839.1379,503412.1436,454715.7062,11.578638,3516.519767,1,2902088,87188.47619,345553.0213,6981026,6981026.0,6981026,0.0,2902088,2902088.0,2902088,0.0
0,14442901,75,1,3882227,3882298,299835.5625,240715.0167,690793.9894,629700.0141,7.616198,2226.145565,1,3881769,132503.6789,478913.2326,1308985,3076611.25,5011645,1718940.783,1258360,2184324.25,3881769,1162367.194
0,14984837,86,2,5842386,5791468,713548.4286,576318.3846,1616053.144,1466233.579,3.269972,1321.669365,2,5791468,312184.1042,1104069.305,3619195,4994749.667,5899888,1210933.023,3568434,4411083.0,5791468,1205130.717
1,10104621,1312,137,53127,10000019,34878.0,2513623.75,29105.95167,4990988.897,0.890682,377.055211,32,9999987,1263077.625,3530316.433,10104621,10100000.0,10104621,0.0,9999987,9999987.0,9999987,0.0
0,245830,5,4,81784,88213,5344.130435,4401.04,16015.84097,16825.70658,398.649473,359915.3887,2,55965,2534.329897,9858.200397,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,13064481,3,4,3323517,3363368,12598.34233,10555.0543,165177.0101,153380.0105,173.983184,346778.0312,-1,3323517,5750.211708,111738.5477,4004095,4004889.333,4005402,697.541277,2618856,3056150.0,3323517,381828.7184
1,14967218,11,15,9927544,9927714,532195.2857,439461.3824,2040555.048,1856949.434,4.276012,1200.757549,9,9902248,237574.8889,1368191.034,4750303,7374356.5,9998410,3710972.048,4641823,7272035.5,9902248,3719682.189
1,128609,20,16,27930,30539,7310.214286,6443.3125,11462.03853,11394.54765,248.816179,91836.49667,15,26874,4148.677419,9145.276751,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,12739975,41,22,5046034,5097533,374705.1471,488989.1538,1119926.728,1281886.922,4.866572,1829.045975,22,5046034,208852.0492,850844.9191,3144975,4053055.0,5114719,993812.8044,3072475,3814840.333,5046034,1073754.458
0,12601486,1,25,4147980,4047701,59722.68246,58311.81944,332800.6647,325009.7622,34.043604,22769.2988,1,4047627,29442.7243,230174.4317,1999772,2925720.25,4147980,1096053.815,1200529,1954405.25,4047627,1397725.751
1,13673836,40,19,4860022,4859712,427307.375,289354.8511,1123745.861,920888.0343,5.923722,1028.972411,19,4859667,170922.95,716774.2587,1417631,3368131.25,5732856,1898509.858,1265445,2936777.5,4859667,1627047.412
0,370,370,-1,370,-1,370.0,0.0,0.0,0.0,5405.405405,216216.2162,370,370,370.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14992954,101,3,37891,41976,18322.41809,17041.7793,5377.328013,5996.996002,113.319897,15102.36075,3,21868,8829.772674,6358.419315,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,11173479,60318,73789,9305980,9226508,2793369.75,2773048.0,4360301.297,4320223.616,0.894976,98.178911,65,9226508,1241497.667,3014314.081,9247542,9247542.0,9247542,0.0,9226508,9226508.0,9226508,0.0
0,12094550,99,2,3471032,3419939,345553.8571,268756.8667,782926.4163,699795.9561,6.779913,2005.614099,2,3419939,149315.4321,533943.4494,2015209,3840770.0,4985744,1597941.972,1320608,2540230.333,3419939,1090162.207
0,1533718,117,1,1158678,1246867,240928.3333,240903.8333,451445.8107,495224.4385,9.128145,4762.283549,1,1158678,117978.3077,315447.6682,1445570,1445570.0,1445570,0.0,1158678,1158678.0,1158678,0.0
0,10446399,2,4,3936101,4074275,54408.32813,65836.07051,336276.7055,389338.512,33.504368,23045.35754,0,3936101,29932.37536,250324.326,1503455,3423481.667,5433568,1966603.698,1013137,2399334.0,3936101,1467287.678
0,14638509,55,41,8863447,8913306,486261.1667,695837.2857,1710954.343,2037652.837,3.620587,1720.59873,41,8863447,281509.7885,1311621.121,4483058,7213876.0,9944694,3861959.852,3510785,6187116.0,8863447,3784903.598
1,14209275,6,29,11893655,11895424,507443.4643,442147.4375,2243348.404,2102343.361,4.363347,966.551777,6,11892624,232938.9344,1526170.296,12824171,12800000.0,12824171,0.0,11892624,11900000.0,11892624,0.0
1,11060893,3,17,4831307,4831578,193609.0702,164706.5075,807112.0729,741691.2774,11.391485,3300.999295,3,4806002,88487.144,544961.9293,4005004,4671514.0,5338024,942587.4815,3697036,4251519.0,4806002,784157.3787
1,6320,25,-1,6295,-1,3160.0,0.0,4433.559405,0.0,474.683544,29588.6076,25,6295,3160.0,4433.559405,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14576512,116,10,7025623,6985257,241691.5,134967.7037,1007370.708,754659.8485,11.662598,1950.054993,10,6959752,86251.5503,601883.5484,3575584,7233026.5,10890469,5172404.787,3525602,5242677.0,6959752,2428310.753
1,10198962,40,235,6294784,6294785,1133215.222,1274866.875,2023928.977,2148912.751,1.862935,91.970144,19,6294755,566609.0,1504306.06,1091581,3340795.333,6294784,2672238.857,1054266,3055591.667,6294755,2831053.303
0,9112660,97,2,2890785,2890917,268014.1176,207080.25,659200.6626,588567.6897,8.778995,2664.534834,2,2890713,115350.1266,448989.1822,2010457,2664308.333,2991259,566251.8655,1882029,2218633.667,2890713,582038.0503
1,12240566,27,27,3809834,3543126,211044.0172,172397.9577,611285.7445,509826.0429,10.702119,4432.883251,8,3543126,94158.2,384292.2414,4975423,5892185.5,6808948,1296497.961,2537545,3040335.5,3543126,711053.1441
1,10601378,3,14,4973845,4974152,176268.4,145224.3562,750543.4306,682148.4857,12.734194,4838.144626,3,4948601,79114.76119,503721.8319,1341386,3455152.0,5186092,1950732.649,1119126,2981607.0,4948601,1916875.562
0,132364,59,3,27751,31604,7144.0,7546.071429,11042.66708,11978.89039,234.202653,62751.20123,3,26719,4412.133333,9006.426695,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,14689893,3,20,5217794,5217115,216708.1642,246713.5763,909022.743,964545.3753,8.713474,4252.175288,3,5087427,115668.4488,646161.2613,3173228,4594499.333,5613084,1268795.389,2867304,4139445.667,5087427,1145009.378
0,12470209,162132,65573,5696663,5693564,2006019.667,1781458.429,2151315.363,2158866.56,1.202867,455.886505,278,5459370,890729.2143,1589632.897,2970305,4078671.667,6278724,1905319.466,2457225,3567894.667,5459370,1646348.009
0,14495355,214,1,5360364,5359145,2415892.5,2407495.833,2413943.62,2407408.781,0.965827,48.36032,1,5359145,1115027.308,1991342.47,3871519,4815212.0,6160199,1195948.03,3871213,4547871.667,5359145,753044.6471
1,206199,84,104,206064,206066,103074.0,103085.0,145649.8548,145637.1269,29.098104,10872.99163,29,206015,41239.8,92112.1376,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,7867871,37,8,3399789,3399005,354671.5909,196696.775,863747.1422,655998.6696,8.134348,955.277482,8,3373797,124886.8413,523669.5354,2705311,3853643.5,5001976,1623987.396,2352687,2863242.0,3373797,722033.8053
0,14628384,241659,192589,6365318,6365951,1803592.0,2404830.5,2214353.621,2282384.949,1.093764,448.579966,38,6165917,975225.6,1733409.166,2060102,3607245.75,6365951,2036883.884,1088415,3185619.75,6165917,2259891.859
0,3088676,66,39,850110,1087945,304988.6,280781.5455,301225.6741,358208.4159,7.446556,464.924129,12,850110,140394.3636,226441.8721,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,10942472,29,28,5003926,5003905,568874.3684,566896.5263,1452822.466,1453895.1,3.655481,790.040861,9,5003891,280576.2051,1038660.887,4290891,5137371.5,5983852,1197104.203,4290877,4647384.0,5003891,504177.0345
0,41,-1,-1,-1,-1,0.0,0.0,0.0,0.0,48780.48781,2707317.073,41,41,41.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,172132,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.61899,499.616573,172132,172132,172132.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,10982438,7,1,627303,9960254,175576.8333,1365045.0,237126.9288,3481140.438,1.456871,716.143355,1,9928977,732162.5333,2549170.658,10982438,11000000.0,10982438,0.0,9928977,9928977.0,9928977,0.0
0,11003717,2,2,8237100,8197291,296722.0811,219546.08,1363973.727,1170570.404,8.088176,1956.975084,2,8172212,125042.2386,881903.6464,1737309,5019475.5,8301642,4641684.378,1454698,4813455.0,8172212,4749999.702
0,14254982,85,2,14062100,14062284,1425483.0,1018201.714,4440210.55,3754413.335,1.823924,273.728862,2,14061839,570199.28,2810810.615,14143264,14100000.0,14143264,0.0,14061839,14100000.0,14061839,0.0
0,13282161,4,2,11414735,11372990,200858.6364,152366.977,1416287.664,1229245.777,11.669788,11241.24305,0,11347351,86247.7987,922336.9551,1701848,6581619.0,11461390,6901038.329,1590324,6468837.5,11347351,6899259.956
1,2735,26,-1,2654,-1,683.75,0.0,1313.500127,0.0,1828.153565,1051188.3,26,2654,683.75,1313.500127,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,171864,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.637108,500.395662,171864,171864,171864.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,7,-1,-1,-1,-1,0.0,0.0,0.0,0.0,285714.2857,14900000.0,7,7,7.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14149821,2,5,10435337,10571625,248241.8947,301059.9362,1396065.567,1555705.743,7.491261,5249.4657,1,10435337,134760.2,1031796.906,2340678,6627237.5,10913797,6062110.581,1866208,6150772.5,10435337,6059289.225
1,14999357,16,7,170008,175524,1637.971388,822.96483,10190.24109,7883.844916,1825.74493,1684187.662,0,169957,547.741637,5821.426842,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,7329381,103,1,2263138,2306555,487684.7333,364078.9,773280.2648,703324.9772,5.048175,2023.226791,1,2255655,203593.9167,537743.8481,2008477,2327427.667,2502565,276663.0515,1750513,1938206.333,2255655,276440.6716
0,14675061,1,85,10036602,9757059,1467153.1,1467485.5,3191914.645,3130062.699,1.499142,118.636645,1,9748643,698812.4286,2205498.386,3762826,6899714.0,10036602,4436229.553,3450104,6599373.5,9748643,4453739.638
1,14660566,34,80,11587711,11930118,2443427.667,2384740.667,4508875.405,4730216.537,0.954943,268.134259,10,11587711,1127735.846,3170268.127,2035641,7059762.0,12083883,7105180.057,1559106,6573408.5,11587711,7091294.601
1,10025780,18,3061,5020614,4981158,237773.0238,435900.0435,761357.0736,1002660.488,6.682772,638.853037,18,4981111,151905.7576,609445.3449,7318846,7318846.0,7318846,0.0,4981111,4981111.0,4981111,0.0
1,165923,13,14,56799,39776,10783.15385,10754.69231,17875.72483,14682.91742,168.752976,57159.04365,13,39651,6145.296296,11694.28132,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,7787921,75,82,7324135,7361963,843520.2222,1297910.833,2430456.39,2972472.192,2.182868,440.939244,8,7324056,486745.0625,1824007.502,7448519,7448519.0,7448519,0.0,7324056,7324056.0,7324056,0.0
1,7966547,30953,32290,3339798,3670070,468620.4118,443296.3529,771464.3897,841719.4878,4.518896,365.151928,21,3339798,227615.6286,562332.4687,5032261,5032261.0,5032261,0.0,3339798,3339798.0,3339798,0.0
1,13281253,27,18,6129627,5864338,435038.5667,340544.9487,1346674.66,1125345.445,5.345881,1951.246618,5,5864338,189732.1857,852083.0321,2014365,4324737.0,6770643,2381033.852,1707161,3814517.667,5864338,2079185.652
1,14820378,10,17,7759727,7799119,289327.8039,214788.087,1186655.155,1029235.899,8.231909,1474.523794,10,7759694,122482.4628,777384.5999,2561088,4826070.333,7799119,2689843.98,2370447,4338224.667,7759694,2974207.525
1,11913292,20,27,9674176,9886482,595664.6,586971.6,2146987.838,2197717.485,3.525474,922.331124,9,9674176,290568.0976,1509103.173,10372334,10400000.0,10372334,0.0,9674176,9674176.0,9674176,0.0
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,10859302,489,227,9960155,10017003,1549052.429,2116565.0,3711789.889,4418651.464,1.289217,267.788851,30,9960155,835330.9231,2744145.42,10843367,10800000.0,10843367,0.0,9960155,9960155.0,9960155,0.0
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,175715,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.382068,489.428905,175715,175715,175715.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,12051850,10,15,7534729,7536064,387950.871,301296.25,1403711.16,1241905.407,6.057161,1608.715674,10,7509518,167386.8056,928157.4655,1884151,3969843.0,8033878,3519966.806,1797620,3721869.0,7509518,3280341.348
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,9875056,9875056,-1,9875056,-1,9875056.0,0.0,0.0,0.0,0.20253,10.531586,9875056,9875056,9875056.0,0.0,9875056,9875056.0,9875056,0.0,9875056,9875056.0,9875056,0.0
1,7572081,49,20,4748985,4678350,190799.9744,130556.0351,764271.8328,624893.6956,12.942281,1854.443976,20,4548561,78062.69072,465340.3872,6099838,6099838.0,6099838,0.0,4548561,4548561.0,4548561,0.0
0,9634426,46,1,9451117,9450598,741090.9231,600559.8125,2617106.428,2360051.983,3.217628,565.057015,1,9450477,321147.5333,1724296.093,9589690,9589690.0,9589690,0.0,9450477,9450477.0,9450477,0.0
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,8995619,131653,1769,7314222,7411263,1123312.25,749634.9167,2502704.096,2100811.31,2.445635,169.860462,10,7074846,428362.8095,1527278.735,8002016,8002016.0,8002016,0.0,7074846,7074846.0,7074846,0.0
0,124491,4,3,26404,26541,8931.181818,9853.0,12299.10187,12748.73822,184.752311,39215.68628,3,26248,5658.681818,10561.17606,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,983038,32744,32766,831829,950238,327661.3333,491502.0,438718.0026,648750.6727,7.120783,3450.527853,34,831829,163839.6667,330441.1368,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,14999384,0,3,4351595,4638430,3072.105426,6117.168842,64203.18221,95575.21634,486.753323,448943.5033,0,4351595,2054.710137,52199.76908,4460484,4460484.0,4460484,0.0,4351595,4351595.0,4351595,0.0
0,10588089,55,68,3168051,3193074,1173666.667,1320415.375,1282333.8,1287892.845,1.794469,556.946584,55,3167586,588227.1667,1055967.295,1236082,2112600.0,3250829,969836.8544,1211062,2075863.4,3167586,952901.8809
1,14080672,146762,146764,2299467,2299454,828273.3529,828272.4118,794611.5924,794602.0833,2.556696,341.887092,21,2299419,402304.9143,688111.2898,1366400,2243441.0,3230415,628475.7024,1366359,1821320.0,2299419,368362.9346
1,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,28867,63,-1,28804,-1,14433.5,0.0,20322.95597,0.0,103.924897,6477.985243,63,28804,14433.5,20322.95597,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,10144025,13,15,7834392,7834699,252972.075,198403.3529,1244086.257,1103638.85,9.167958,2502.556924,4,7809110,110261.1413,820776.0129,7944074,7944074.0,7944074,0.0,7809110,7809110.0,7809110,0.0
0,14462964,68,19,5294410,5321324,466516.6452,313717.7826,1257950.998,1054001.473,5.462228,389.823276,15,5293258,185422.6154,815305.4683,6558869,6631374.5,6703880,102538.2614,5027691,5160474.5,5293258,187784.2266
0,3483711,19,12,1039941,851636,143033.25,155777.1364,236563.5236,207113.5433,13.77841,5734.689244,12,851636,74121.51064,145636.7973,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,171895,-1,-1,-1,-1,0.0,0.0,0.0,0.0,11.63501,500.305419,171895,171895,171895.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
1,14883084,19,27,1833996,2051949,198440.92,203877.5479,376187.5362,408804.9612,10.078556,2497.936584,9,1833996,99886.4698,279251.2869,1826191,2467336.0,3184660,568434.7169,1167983,1350059.333,1833996,244362.408
0,41,-1,-1,-1,-1,0.0,0.0,0.0,0.0,48780.48781,2707317.073,41,41,41.0,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0
0,14992076,4,3,7989568,7996126,42591.00852,30286.99596,427899.847,361088.8723,56.629916,60135.96783,3,7858907,17679.33491,271337.7854,11035091,11000000.0,11035091,0.0,7858907,7858907.0,7858907,0.0
1,12654526,375,6875,9921333,9925052,1406055.778,1406055.222,3207347.654,3201397.814,1.580462,457.859899,24,9585377,666027.6842,2170263.399,12184703,12200000.0,12184703,0.0,9585377,9585377.0,9585377,0.0
0,14982232,14,2,9953503,9913624,623182.5833,404227.2703,2061923.467,1666126.529,4.204981,599.309903,2,9887903,241648.9032,1290723.375,1282552,4985460.667,9997740,4502717.416,1171434,4483737.333,9887903,4719758.889
0,5281378,5221091,5281378,5221091,5281378,5221091.0,5281378.0,0.0,0.0,0.757378,36.922182,13154,5221091,1760459.333,2997043.092,5268224,5268224.0,5268224,0.0,5221091,5221091.0,5221091,0.0
1,14032745,12,12,8613529,8610087,359157.6154,255140.8182,1486532.958,1256798.783,6.841142,1233.187092,12,8609984,147713.1053,959819.3805,3981699,6378436.0,8775173,3389497.971,3787278,6198631.0,8609984,3410168.116
1,11151987,39,40,10255192,9988066,696998.4375,586935.3684,2550825.448,2278609.051,3.317794,1304.072539,12,9988066,309777.4167,1660619.937,10826247,10800000.0,10826247,0.0,9988066,9988066.0,9988066,0.0
